,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
102986,102987,3844472,밝은미소안경,,bright smile glasses,Shops and Service,Optical,126.68162777663892,37.5434776074972,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,탁옥로,108,295-3,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
103758,103759,27329960,으뜸플러스안경 인천아라점,,Best Plus Glasses Incheon Ara Branch,Shops and Service,Optical,126.71259949999988,37.59390279999983,대한민국,KOR,KOR,인천광역시,서구,,원당동,,이음대로,378,468,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||으뜸플러스안경",False
104149,104150,2596541,아이리스안경원 아이패밀리 부평점,,Iris Optician Eye Family Bupyeong Branch,Shops and Service,Optical,126.72250874527992,37.494554098999686,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,35,543-36,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
104345,104346,27081639,아이존안경,,izone glasses,Shops and Service,Optical,126.65519205927023,37.37646549962528,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도문화로28번길,28,190-2,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
104645,104646,1263209,신세기안경원 서창점,신세기안경원서창점,New Century Optics Center Seochang,Shops and Service,Optical,126.74914192751194,37.438495347202256,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,매소홀로,1137,548-8,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
104750,104751,334621,글라스월드 만수점,GLASSSTORY 만수점,Glass World Full Point,Shops and Service,Optical,126.72489684542792,37.45534769186719,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,구월로,308,910-4,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
105700,105701,5696687,아이아트안경,아이아트콘택트,eye art glasses,Shops and Service,Optical,126.7257651988109,37.495381645989696,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,대정로,45,370-46,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
106914,106915,5753242,다비치안경 청라점,,Davichi Glasses Cheongna Branch,Shops and Service,Optical,126.65012200017289,37.5320353004038,대한민국,KOR,KOR,인천광역시,서구,,청라동,,중봉대로,588,162-14,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||다비치안경",False
108889,108890,1263295,아이윈안경,,iwin glasses,Shops and Service,Optical,126.67672566843592,37.546429038509295,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,서곶로,323,239-5,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
109724,109725,27401768,으뜸50안경 인천아라점,,Top 50 Glasses Incheon Ara Branch,Shops and Service,Optical,126.71270379999994,37.593077899999834,대한민국,KOR,KOR,인천광역시,서구,,원당동,,이음대로,388,487-4,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||으뜸50안경",False
110050,110051,4331799,아이월드안경렌즈샵,아이월드렌즈샵,iWorld Glasses Lens Shop,Shops and Service,Optical,126.62776049999992,37.470807399999806,대한민국,KOR,KOR,인천광역시,중구,,신포동,,우현로,37-1,16-1,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
111427,111428,27424225,안경샵,,eyeglasses shop,Shops and Service,Optical,126.64328229999988,37.45896199999965,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬중로,129,685-12,2022-08-30 9:43:30,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
111528,111529,1023448,강화안경백화점, ,Ganghwa Glasses Department Store,Shops and Service,Optical,126.48665759999984,37.745667799999886,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,신문리,강화대로,397,1-3,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
112102,112103,3131427,글라스박스 인천삼산점,GLASSBOX 인천삼산점,Glass Box Incheon Samsan Branch,Shops and Service,Optical,126.73585434678596,37.508362469014486,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,체육관로,38,459-4,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
112365,112366,27209014,밝은눈안경 신현점,,Bright Eye Glasses Shinhyeon Branch,Shops and Service,Optical,126.67258024629687,37.51796549975799,대한민국,KOR,KOR,인천광역시,서구,,신현동,,가정로,369,272-1,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
112532,112533,3117292,눈사랑안경콘택트,,eye love glasses contact,Shops and Service,Optical,126.74981796426697,37.450942877898974,대한민국,KOR,KOR,인천광역시,남동구,,장수동,,장수로,18,783-12,2022-08-08 10:29:42,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
113640,113641,3436378,참좋은안경,,very good glasses,Shops and Service,Optical,126.62821499999993,37.4714839999998,대한민국,KOR,KOR,인천광역시,중구,,신포동,,우현로,47,1-2,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
114284,114285,1870965,씨채널안경삼산점,,C Channel Glasses Samsan Branch,Shops and Service,Optical,126.73837499999992,37.5223249999998,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,후정동로,54,54,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||씨채널안경",False
114732,114733,27017693,아이노 안경,,Aino Glasses,Shops and Service,Optical,126.65705349999995,37.41238959999976,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,앵고개로104번길,4,763,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
116539,116540,2599195,닥터스안경백운역점,,Doctors Glasses Baegun Station,Shops and Service,Optical,126.70819616792288,37.48605274068258,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,마장로,82,170-62,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
116671,116672,1869674,아이닥터안경원 석남점,아이닥터안경 석남점,eye doctor optician,Shops and Service,Optical,126.67227655013352,37.503327019130296,대한민국,KOR,KOR,인천광역시,서구,,석남동,,가정로,208,540-15,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
116906,116907,1852744,밝은눈안경 송림점,,Bright Eye Glasses Songrim Branch,Shops and Service,Optical,126.64520889999994,37.475525099999786,대한민국,KOR,KOR,인천광역시,동구,,송림동,,송림로,94,60-44,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
117342,117343,5680081,룩아이 송도신도시본점,LOOKEYE송도신도시본점,Look Eye Songdo New Town Main Store,Shops and Service,Optical,126.64539793673389,37.39575245020595,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,해돋이로,168-5,21-12,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
117974,117975,3125069,씨채널안경 송도점,,C Channel Glasses Songdo Branch,Shops and Service,Optical,126.64444270000283,37.38914090000256,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로,165,6-10,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||씨채널안경",False
119212,119213,1871608,트랜디카안경원 갈산점,,Trendica Glasses Center Galsan Branch,Shops and Service,Optical,126.72724371448192,37.518134751098806,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,주부토로,260,73-9,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
119700,119701,213043,인하안경 본점,인하안경본점,Inha Glasses Main Branch,Shops and Service,Optical,126.6583155472539,37.450925897033166,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,인하로,89-1,190-9,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
119784,119785,27219464,피렌체안경 뉴코아아울렛 인천점,,Florence Glasses New Core Outlet Incheon Branch,Shops and Service,Optical,126.70070404689888,37.444027311420164,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,485,1465-1,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
121315,121316,1254266,글라스박스안경 검단점,,Glass Box Glasses Geomdan Branch,Shops and Service,Optical,126.67184266963785,37.59488118041825,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,19,1016-7,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||글라스박스",False
121487,121488,1854164,태광당안경,,Taekwangdang Glasses,Shops and Service,Optical,126.64962706986584,37.45686775170287,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,독배로,417,463-8,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
121939,121940,3111512,신안경콘택트,,new glasses contact,Shops and Service,Optical,126.66260768590588,37.44375620136606,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,123,437-28,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
121979,121980,4351552,밝은눈안경 위드렌즈 검단점,,bright eye glasses geomdanjeom,Shops and Service,Optical,126.71443599999988,37.59430169999983,대한민국,KOR,KOR,인천광역시,서구,,원당동,,이음5로,60,산64-4,2022-08-30 9:43:30,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
122004,122005,27184274,글라스월드 부평북부역점,,Glass World Bupyeong Bukbu Station,Shops and Service,Optical,126.72291472199676,37.49593209621972,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,52,206-1,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
123454,123455,4343505,K비젼안경 인천논현점,케이비젼안경인천논현점,K-Vision Glasses Incheon Nonhyeon Branch,Shops and Service,Optical,126.72581274698592,37.398938654077554,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,85,746-2,2022-08-30 9:43:30,"쇼핑,편의||패션잡화||안경,렌즈||안경원||K비젼안경",False
123710,123711,2596545,다비치안경 부평역점,,Davichi Glasses Bupyeong Station Branch,Shops and Service,Optical,126.72240774352095,37.49153487778148,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1381,549-44,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||다비치안경",False
124117,124118,20051569,성모안경박사,,Our Lady of Glasses Doctor,Shops and Service,Optical,126.72403865049591,37.48511199802109,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,동수로,48-1,665-367,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
124363,124364,99459,행복한안경,,happy glasses,Shops and Service,Optical,126.71464590878288,37.43217599034367,대한민국,KOR,KOR,인천광역시,남동구,,남촌동,,남촌동로,38,349-2,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
124472,124473,5716313,푸른안경콘택트,푸른콘택트,blue glasses contact,Shops and Service,Optical,126.62371241127384,37.52339021336559,대한민국,KOR,KOR,인천광역시,서구,,청라동,,보석로,43,104-4,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
124480,124481,3129607,밝은눈안경 동암점,밝은눈안경콘택트동암점,Bright Eyes Glasses Dongam Branch,Shops and Service,Optical,126.70436499999974,37.47105499999932,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,동암남로,7,516-2,2022-08-30 9:43:30,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
124818,124819,2621542,1001안경콘택트 학익동법원점,일공공일안경콘택트학익점,1001 Glasses Contact Hakik-dong Courthouse,Shops and Service,Optical,126.66751949614707,37.44181022356406,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,171,251-5,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||1001안경콘택트",False
125465,125466,1851354,밝은눈안경,,bright eye glasses,Shops and Service,Optical,126.63728605838284,37.45148225835276,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬중로,35,621-168,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
126207,126208,4326090,아이러브 안경,,I love glasses,Shops and Service,Optical,126.73310981021925,37.507211095860725,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,길주로,635,464-2,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
126416,126417,1853200,정안경콘택트세상,,Jung Glasses Contact World,Shops and Service,Optical,126.6458702819618,37.47597736654158,대한민국,KOR,KOR,인천광역시,동구,,송림동,,송림로,100,61-18,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
126561,126562,111127,인천 안경백화점,,Incheon Glasses Department Store,Shops and Service,Optical,126.72224808663792,37.5327043854746,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,계양대로,101,853-31,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
126817,126818,1258498,이태리안경원,,Italian eye guard,Shops and Service,Optical,126.69508976044364,37.445753511796525,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,문화서로3번길,1,1394-11,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
126841,126842,1871203,서전안경백화점,,Seojeon Glasses Department Store,Shops and Service,Optical,126.74134524711408,37.53399176155121,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,용종로,2,1086-2,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
128988,128989,2595283,아이마트 청천점,,iMart Cheongcheon Branch,Shops and Service,Optical,126.7042309271529,37.5131378607069,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,세월천로,46,179-16,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
129145,129146,5708406,다비치안경 인천검단점,DAVICH인천검단점,Davichi Glasses Incheon Geomdan Branch,Shops and Service,Optical,126.67032224137785,37.595847322653846,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,36,1001-5,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||다비치안경",False
129913,129914,2595102,드라마안경콘택트,,drama glasses contact,Shops and Service,Optical,126.72365047234508,37.40200069372006,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,121,631-11,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
130094,130095,27121355,아이창안경,,eye glasses,Shops and Service,Optical,126.67777563999996,37.4586576999998,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로,341-1,189,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
130318,130319,2596542,아이디안경콘택트,아이디콘택트,ID Glasses Contact,Shops and Service,Optical,126.72261348750294,37.49378877594109,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,25,549-69,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
131547,131548,27187146,글라시스샵원안경,,Glassys Shop One Glasses,Shops and Service,Optical,126.64170578106285,37.53227263015721,대한민국,KOR,KOR,인천광역시,서구,,청라동,,청라루비로,76,155-7,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
132519,132520,5720883,바라보다 안경콘택트,바라보다콘택트,look at glasses contact,Shops and Service,Optical,126.7075242269839,37.460491886893074,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석산로141번길,1,302-8,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
133030,133031,4326077,안경백서 삼산본점,,Glasses White Paper Samsan Head Office,Shops and Service,Optical,126.73567946931387,37.5070826914788,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,길주로,659,461-4,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
133109,133110,3125041,닥터스안경원 송도점,닥터스안경송도점,Doctors Optics Center Songdo Branch,Shops and Service,Optical,126.65166296471789,37.39483416864135,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,신송로125번길,7,3-5,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
133141,133142,5670678,아이스토어,,i Store,Shops and Service,Optical,126.73517340150994,37.49395983700629,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,충선로,51,131-11,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
134742,134743,3124309,에이유안경원,AU안경원,ayu optician,Shops and Service,Optical,126.71084049520688,37.52766023762079,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,안남로,499,320-1,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
135161,135162,2602008,멀리본안경원,,far away optician,Shops and Service,Optical,126.65742819742788,37.467343264679165,대한민국,KOR,KOR,인천광역시,미추홀구,,도화동,,석정로202번길,12-18,85-7,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
135296,135297,2595313,행복한안경,,happy glasses,Shops and Service,Optical,126.71486075508088,37.50674197235159,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,원길로,34,259-3,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
135537,135538,27113136,1001안경콘택트 만수점,,1001 Glasses Contact Full Point,Shops and Service,Optical,126.73539340831996,37.46186904801076,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수로,71,71-15,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||1001안경콘택트",False
135644,135645,5688487,아이포유안경,,i4U glasses,Shops and Service,Optical,126.74978838168596,37.42421567734387,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남순환로,222,707-1,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
137543,137544,3481940,비타민안경원,,vitamin glasses,Shops and Service,Optical,126.6861295999989,37.46283990000117,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,주안동로,52,54-7,2022-08-12 13:15:03,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
137998,137999,2600400,안경만들기 구월점,,Glasses making Guwol,Shops and Service,Optical,126.72149818864588,37.45595685172348,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월로,277,343-3,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
138334,138335,1872783,씨채널안경원 주안점,,C Channel Optics Center Main Branch,Shops and Service,Optical,126.68254960801993,37.466780522613696,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,석정로423번길,3,18-13,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||씨채널안경",False
139400,139401,4329508,안경창고싸군 송도점,,Glasses warehouse cheap Songdo branch,Shops and Service,Optical,126.64505080238986,37.39303407686595,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로130번길,14,22-19,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
139632,139633,4345914,앤365렌즈 밝은안경원,,ann 365 lens bright optician,Shops and Service,Optical,126.64752659999996,37.42462199999978,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,독배로40번길,47,462-20,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
139965,139966,4324879,다인안경원,,dain optician,Shops and Service,Optical,126.71959619341388,37.455482325117856,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,호구포로,818,1264,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
140505,140506,1258064,글라스스토리 인천연수점,GLASSSTORY 인천연수점,Glass Story Incheon Yeonsu Branch,Shops and Service,Optical,126.68299818926788,37.424339665627365,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,비류대로,435,508-16,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||글라스스토리",False
140980,140981,3134783,불로안경백화점,,Bullo Glasses Department Store,Shops and Service,Optical,126.68539566847288,37.61344051619752,대한민국,KOR,KOR,인천광역시,서구,,불로동,,검단로,764,786-5,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
141613,141614,1263636,1001안경콘택트 검암점,일공공일안경콘택트검암점,1001 Glasses Contact Geomam,Shops and Service,Optical,126.67333655640888,37.56494072463591,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로483번길,1,600-2,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||1001안경콘택트",False
141764,141765,572336,씨채널안경 동인천점,,C Channel Glasses Dongincheon Branch,Shops and Service,Optical,126.62863779999992,37.47225019999979,대한민국,KOR,KOR,인천광역시,중구,,내동,,개항로,56,209-39,2022-05-01 12:37:48,"쇼핑,편의||패션잡화||안경,렌즈||안경원||씨채널안경",False
142969,142970,27051486,안경박사 제우스안경,,Dr. Zeus Glasses,Shops and Service,Optical,126.71089389999996,37.449834699999776,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,독점로,2,1206,2022-09-06 15:18:26,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
143363,143364,4337169,안경박사 동암점,,Dr. Glasses Dongam Branch,Shops and Service,Optical,126.70147819999994,37.4705941999998,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,열우물로,26,408-8,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경박사",False
143799,143800,20062493,우리들안경원 부평점,우리들안경원,Wooridul Glasses Center Bupyeong,Shops and Service,Optical,126.72495247645791,37.4940866329904,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,78-1,201-44,2022-08-18 12:00:50,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
143899,143900,4324977,다비치안경 보청기 주안점,DAVICH인찬주안점,Davichi Glasses Hearing Aid Main Point,Shops and Service,Optical,126.68003416147188,37.46247673541667,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,729,225-1,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||다비치안경",False
144043,144044,1261360,1001안경콘택트 서구석남점,일공공일안경콘택트석남점,1001 Glasses Contact Seogu Seok Nam,Shops and Service,Optical,126.67237031702489,37.51069937241099,대한민국,KOR,KOR,인천광역시,서구,,석남동,,가정로,289,479-11,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||1001안경콘택트",False
144949,144950,27055559,으뜸플러스안경 인천논현점,,Best Plus Glasses Incheon Nonhyeon Branch,Shops and Service,Optical,126.72209340239192,37.401360672731755,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로123번길,35,632-1,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||으뜸플러스안경",False
146143,146144,26505121,황선생안경,,teacher hwang glasses,Shops and Service,Optical,126.66943689999988,37.5231785999998,대한민국,KOR,KOR,인천광역시,서구,,가정동,,,,476-23,2022-08-30 9:43:30,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
146440,146441,27285635,앤365렌즈 안경뱅크 인천서구점,앤365렌즈 안경뱅크 인천서구점,N365 Lens Glasses Bank Incheon Seo-gu Branch,Shops and Service,Optical,126.6728080007506,37.51837234497866,대한민국,KOR,KOR,인천광역시,서구,,신현동,,가정로,375,303,2022-08-16 16:52:33,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
147003,147004,1264681,인하안경,,Inha Glasses,Shops and Service,Optical,126.7322981983859,37.45475249662738,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,구월로,376,956,2022-08-24 14:41:06,"쇼핑,편의||패션잡화||안경,렌즈||안경원||안경원-일반",False
