"행정구역","2021년_거주자 인구수","2021년_세대수","2021년_남자 인구수","2021년_여자 인구수"
"경기도 이천시 창전동(4150051000)","16,842","8,487","8,406","8,436"
"경기도 이천시 증포동(4150051500)","57,207","20,590","28,517","28,690"
"경기도 이천시 중리동(4150052000)","15,000","8,329","8,601","6,399"
"경기도 이천시 관고동(4150053000)","10,153","4,924","5,202","4,951"
"경기도 안성시 (4155000000)","188,580","88,378","97,370","91,210"
"경기도 안성시 공도읍(4155025000)","59,869","25,575","30,226","29,643"
"경기도 안성시 보개면(4155031000)","5,265","2,616","2,795","2,470"
"경기도 안성시 금광면(4155032000)","7,264","3,560","3,620","3,644"
"경기도 안성시 서운면(4155033000)","3,283","1,671","1,741","1,542"
"경기도 안성시 미양면(4155034000)","5,805","2,992","3,172","2,633"
"경기도 안성시 대덕면(4155035000)","15,261","8,225","8,568","6,693"
"경기도 안성시 양성면(4155036000)","5,191","2,668","2,717","2,474"
"경기도 안성시 원곡면(4155038000)","6,502","3,479","3,647","2,855"
"경기도 안성시 일죽면(4155039000)","7,423","3,889","3,879","3,544"
"경기도 안성시 죽산면(4155040000)","6,866","3,751","3,668","3,198"
"경기도 안성시 삼죽면(4155041000)","3,555","2,006","1,845","1,710"
"경기도 안성시 고삼면(4155042000)","1,913","1,029","999","914"
"경기도 안성시 안성1동(4155051000)","12,262","5,753","6,144","6,118"
"경기도 안성시 안성2동(4155052000)","25,766","11,886","13,112","12,654"
"경기도 안성시 안성3동(4155053000)","22,355","9,278","11,237","11,118"
"경기도 김포시 (4157000000)","484,327","199,401","242,282","242,045"
"경기도 김포시 통진읍(4157025000)","28,883","14,777","15,436","13,447"
"경기도 김포시 고촌읍(4157025300)","47,953","18,264","23,901","24,052"
"경기도 김포시 양촌읍(4157025600)","28,986","14,208","15,262","13,724"
"경기도 김포시 대곶면(4157034000)","9,815","5,575","5,753","4,062"
"경기도 김포시 월곶면(4157035000)","5,403","3,140","2,962","2,441"
"경기도 김포시 하성면(4157036000)","8,134","4,129","4,420","3,714"
"경기도 김포시 김포본동(4157051500)","60,688","22,944","29,826","30,862"
"경기도 김포시 장기본동(4157052500)","38,697","13,487","18,855","19,842"
"경기도 김포시 사우동(4157054000)","22,506","9,846","11,287","11,219"
"경기도 김포시 풍무동(4157055000)","61,481","23,433","29,944","31,537"
"경기도 김포시 장기동(4157056000)","41,171","15,957","20,101","21,070"
"경기도 김포시 구래동(4157057000)","45,076","19,914","22,465","22,611"
"경기도 김포시 마산동(4157057500)","35,909","15,130","17,810","18,099"
"경기도 김포시 운양동(4157058000)","49,625","18,597","24,260","25,365"
"경기도 화성시 (4159000000)","884,561","371,132","459,347","425,214"
"경기도 화성시 봉담읍(4159025300)","84,523","34,677","42,879","41,644"
"경기도 화성시 우정읍(4159025600)","17,464","9,008","9,557","7,907"
"경기도 화성시 향남읍(4159025900)","87,780","39,857","47,120","40,660"
"경기도 화성시 남양읍(4159026200)","43,062","20,940","23,503","19,559"
"경기도 화성시 매송면(4159031000)","6,938","3,527","3,670","3,268"
"경기도 화성시 비봉면(4159032000)","6,472","3,554","3,669","2,803"
"경기도 화성시 마도면(4159033000)","6,976","4,062","4,173","2,803"
"경기도 화성시 송산면(4159034000)","11,013","5,639","5,977","5,036"
"경기도 화성시 서신면(4159035000)","7,216","4,029","3,991","3,225"
"경기도 화성시 팔탄면(4159036000)","9,997","6,237","6,030","3,967"
"경기도 화성시 장안면(4159037000)","10,281","5,686","5,956","4,325"
"경기도 화성시 양감면(4159040000)","3,998","2,435","2,469","1,529"
"경기도 화성시 정남면(4159041000)","11,302","6,284","6,546","4,756"
"경기도 화성시 새솔동(4159051500)","24,724","8,268","12,391","12,333"
"경기도 화성시 진안동(4159052000)","43,487","20,592","23,563","19,924"
"경기도 화성시 병점1동(4159053000)","36,043","14,966","18,559","17,484"
"경기도 화성시 병점2동(4159054000)","23,873","8,767","11,633","12,240"
"경기도 화성시 반월동(4159055000)","31,787","10,971","16,039","15,748"
"경기도 화성시 기배동(4159056000)","13,528","4,925","6,899","6,629"
"경기도 화성시 화산동(4159057000)","22,805","9,994","12,062","10,743"
"경기도 화성시 동탄1동(4159058500)","50,745","20,676","26,147","24,598"
"경기도 화성시 동탄2동(4159058600)","35,108","11,768","17,259","17,849"
"경기도 화성시 동탄3동(4159058700)","41,706","17,374","21,535","20,171"
"경기도 화성시 동탄4동(4159058800)","52,567","16,456","26,137","26,430"
"경기도 화성시 동탄5동(4159059000)","45,026","19,794","22,621","22,405"
"경기도 화성시 동탄6동(4159060000)","38,189","16,335","19,714","18,475"
"경기도 화성시 동탄7동(4159061000)","85,978","32,155","43,126","42,852"
"경기도 화성시 동탄8동(4159062000)","31,973","12,156","16,122","15,851"
"경기도 화성시동부출장소 (4159200000)","0","0","0","0"
"경기도 화성시동탄출장소 (4159400000)","0","0","0","0"
"경기도 광주시 (4161000000)","385,351","166,260","196,607","188,744"
"경기도 광주시 오포읍(4161025000)","112,321","48,594","56,680","55,641"
"경기도 광주시 초월읍(4161025300)","46,335","19,973","24,044","22,291"
"경기도 광주시 곤지암읍(4161025900)","23,009","11,399","12,260","10,749"
"경기도 광주시 도척면(4161033000)","9,498","5,057","5,220","4,278"
"경기도 광주시 퇴촌면(4161034000)","15,722","7,419","7,994","7,728"
"경기도 광주시 남종면(4161035000)","1,470","800","771","699"
"경기도 광주시 남한산성면(4161037000)","2,435","1,217","1,277","1,158"
"경기도 광주시 경안동(4161051000)","28,446","12,904","14,622","13,824"
"경기도 광주시 송정동(4161052000)","21,991","9,693","11,078","10,913"
"경기도 광주시 쌍령동(4161054000)","18,284","7,153","9,142","9,142"
"경기도 광주시 탄벌동(4161055000)","38,859","16,197","19,713","19,146"
"경기도 광주시 광남1동(4161056000)","33,312","14,254","17,112","16,200"
"경기도 광주시 광남2동(4161057000)","33,669","11,600","16,694","16,975"
"경기도 양주시 (4163000000)","235,067","101,375","119,127","115,940"
"경기도 양주시 백석읍(4163025000)","26,131","11,577","13,225","12,906"
"경기도 양주시 은현면(4163031000)","5,775","3,145","3,277","2,498"
"경기도 양주시 남면(4163032000)","6,899","3,825","3,845","3,054"
"경기도 양주시 광적면(4163033000)","11,779","5,965","6,372","5,407"
"경기도 양주시 장흥면(4163034000)","10,769","5,508","5,525","5,244"
"경기도 양주시 양주1동(4163051000)","5,153","2,657","2,711","2,442"
"경기도 양주시 양주2동(4163052000)","49,784","19,238","24,378","25,406"
"경기도 양주시 회천1동(4163053000)","9,661","4,683","5,095","4,566"
"경기도 양주시 회천2동(4163054000)","27,141","11,636","13,721","13,420"
"경기도 양주시 회천3동(4163055000)","27,244","10,973","13,500","13,744"
"경기도 양주시 회천4동(4163056000)","54,731","22,168","27,478","27,253"
"경기도 포천시 (4165000000)","148,048","72,847","78,397","69,651"
"경기도 포천시 소흘읍(4165025000)","45,261","19,604","23,060","22,201"
"경기도 포천시 군내면(4165031000)","8,619","4,298","4,620","3,999"
"경기도 포천시 내촌면(4165032000)","4,533","2,618","2,623","1,910"
"경기도 포천시 가산면(4165033000)","7,538","4,239","4,424","3,114"
"경기도 포천시 신북면(4165034000)","12,370","6,424","6,832","5,538"
"경기도 포천시 창수면(4165035000)","2,096","1,166","1,172","924"
"경기도 포천시 영중면(4165036000)","4,745","2,656","2,571","2,174"
"경기도 포천시 일동면(4165037000)","9,393","4,962","4,913","4,480"
"경기도 포천시 이동면(4165038000)","6,219","3,385","3,415","2,804"
"경기도 포천시 영북면(4165039000)","8,183","4,365","4,415","3,768"
"경기도 포천시 관인면(4165040000)","2,720","1,499","1,426","1,294"
"경기도 포천시 화현면(4165041000)","2,726","1,446","1,443","1,283"
"경기도 포천시 포천동(4165051000)","18,866","8,738","9,540","9,326"
"경기도 포천시 선단동(4165052000)","14,779","7,447","7,943","6,836"
"경기도 여주시 (4167000000)","111,697","52,377","56,768","54,929"
"경기도 여주시 가남읍(4167025000)","15,209","7,487","7,898","7,311"
"경기도 여주시 점동면(4167031000)","4,718","2,244","2,442","2,276"
"경기도 여주시 흥천면(4167032000)","5,072","2,488","2,669","2,403"
"경기도 여주시 금사면(4167033000)","2,941","1,606","1,518","1,423"
"경기도 여주시 세종대왕면(4167034500)","6,230","3,077","3,208","3,022"
"경기도 여주시 대신면(4167035000)","6,933","3,654","3,611","3,322"
"경기도 여주시 북내면(4167036000)","4,878","2,415","2,542","2,336"
"경기도 여주시 강천면(4167037000)","4,272","2,281","2,206","2,066"
"경기도 여주시 산북면(4167038000)","2,521","1,245","1,257","1,264"
"경기도 여주시 여흥동(4167051000)","21,683","10,092","10,828","10,855"
"경기도 여주시 중앙동(4167052000)","18,585","7,955","9,322","9,263"
"경기도 여주시 오학동(4167053000)","18,655","7,833","9,267","9,388"
"경기도 연천군 (4180000000)","42,413","21,749","22,258","20,155"
"경기도 연천군 연천읍(4180025000)","7,570","3,945","4,112","3,458"
"경기도 연천군 전곡읍(4180025300)","19,027","8,829","9,701","9,326"
"경기도 연천군 군남면(4180031000)","3,107","1,701","1,653","1,454"
"경기도 연천군 청산면(4180032000)","3,849","2,297","2,064","1,785"
"경기도 연천군 백학면(4180033000)","2,550","1,361","1,361","1,189"
"경기도 연천군 미산면(4180034000)","1,727","969","926","801"
"경기도 연천군 왕징면(4180035000)","1,002","566","543","459"
"경기도 연천군 신서면(4180036000)","2,676","1,609","1,417","1,259"
"경기도 연천군 중면(4180037000)","188","110","114","74"
"경기도 연천군 장남면(4180038000)","717","362","367","350"
"경기도 가평군 (4182000000)","61,875","31,461","31,912","29,963"
"경기도 가평군 가평읍(4182025000)","19,364","9,296","9,868","9,496"
"경기도 가평군 설악면(4182031000)","9,595","5,144","4,926","4,669"
"경기도 가평군 청평면(4182032500)","13,858","7,241","7,072","6,786"
"경기도 가평군 상면(4182033000)","5,596","3,195","2,963","2,633"
"경기도 가평군 조종면(4182034500)","9,614","4,358","5,104","4,510"
"경기도 가평군 북면(4182035000)","3,848","2,227","1,979","1,869"
"경기도 양평군 (4183000000)","120,469","58,543","60,485","59,984"
"경기도 양평군 양평읍(4183025000)","30,827","13,834","15,457","15,370"
"경기도 양평군 강상면(4183031000)","10,447","4,727","5,201","5,246"
"경기도 양평군 강하면(4183032000)","4,819","2,619","2,427","2,392"
"경기도 양평군 양서면(4183033000)","13,796","6,625","6,863","6,933"
"경기도 양평군 옥천면(4183034000)","8,260","4,209","4,199","4,061"
"경기도 양평군 서종면(4183035000)","9,894","5,045","4,916","4,978"
"경기도 양평군 단월면(4183036000)","3,871","2,071","1,976","1,895"
"경기도 양평군 청운면(4183037000)","3,782","2,113","1,941","1,841"
"경기도 양평군 양동면(4183038000)","4,650","2,413","2,333","2,317"
"경기도 양평군 지평면(4183039500)","6,999","3,745","3,552","3,447"
"경기도 양평군 용문면(4183040000)","17,914","8,472","8,987","8,927"
"경기도 양평군 개군면(4183041000)","5,210","2,670","2,633","2,577"
"강원도  (4200000000)","1,531,487","740,474","770,609","760,878"
"강원도 춘천시 (4211000000)","283,201","129,208","139,843","143,358"
"강원도 춘천시 신북읍(4211025000)","7,526","3,628","3,764","3,762"
"강원도 춘천시 동면(4211031000)","19,618","7,962","9,702","9,916"
"강원도 춘천시 동산면(4211032000)","1,443","788","782","661"
"강원도 춘천시 신동면(4211033000)","2,592","1,195","1,349","1,243"
"강원도 춘천시 남면(4211034000)","1,069","654","576","493"
"강원도 춘천시 서면(4211035000)","3,756","1,955","1,929","1,827"
"강원도 춘천시 사북면(4211036000)","2,472","1,434","1,227","1,245"
"강원도 춘천시 북산면(4211038000)","965","623","528","437"
"강원도 춘천시 동내면(4211039000)","17,169","7,754","8,571","8,598"
"강원도 춘천시 남산면(4211040000)","3,411","1,986","1,800","1,611"
"강원도 춘천시 교동(4211052000)","3,525","2,269","1,816","1,709"
"강원도 춘천시 조운동(4211053000)","2,669","1,586","1,294","1,375"
"강원도 춘천시 약사명동(4211054500)","3,310","1,601","1,568","1,742"
"강원도 춘천시 근화동(4211057000)","8,458","4,051","4,272","4,186"
"강원도 춘천시 소양동(4211058000)","9,226","4,138","4,533","4,693"
"강원도 춘천시 후평1동(4211060000)","11,472","6,152","5,724","5,748"
"강원도 춘천시 후평2동(4211061000)","14,544","6,331","6,915","7,629"
"강원도 춘천시 후평3동(4211061100)","20,728","9,005","9,874","10,854"
"강원도 춘천시 효자1동(4211062000)","4,373","1,929","2,180","2,193"
"강원도 춘천시 효자2동(4211063000)","11,894","7,533","6,284","5,610"
"강원도 춘천시 효자3동(4211064000)","4,317","2,628","2,193","2,124"
"강원도 춘천시 석사동(4211065000)","34,412","14,874","16,889","17,523"
"강원도 춘천시 퇴계동(4211066000)","48,655","19,763","23,446","25,209"
"강원도 춘천시 강남동(4211067500)","22,515","9,668","11,004","11,511"
"강원도 춘천시 신사우동(4211070500)","23,082","9,701","11,623","11,459"
"강원도 원주시 (4213000000)","356,113","163,546","176,452","179,661"
"강원도 원주시 문막읍(4213025000)","17,801","8,779","9,096","8,705"
"강원도 원주시 소초면(4213031000)","8,393","4,362","4,440","3,953"
"강원도 원주시 호저면(4213032000)","3,627","1,894","1,910","1,717"
"강원도 원주시 지정면(4213033000)","28,994","11,672","14,239","14,755"
"강원도 원주시 부론면(4213035000)","2,216","1,267","1,127","1,089"
"강원도 원주시 귀래면(4213036000)","2,146","1,196","1,108","1,038"
"강원도 원주시 흥업면(4213037000)","9,152","5,001","4,810","4,342"
"강원도 원주시 판부면(4213038000)","7,344","3,753","3,855","3,489"
"강원도 원주시 신림면(4213039000)","3,556","1,984","1,821","1,735"
"강원도 원주시 중앙동(4213051500)","2,534","1,627","1,348","1,186"
"강원도 원주시 원인동(4213052000)","4,526","2,414","2,156","2,370"
"강원도 원주시 개운동(4213053000)","12,681","5,728","6,064","6,617"
"강원도 원주시 명륜1동(4213054100)","8,353","3,707","4,014","4,339"
"강원도 원주시 명륜2동(4213054200)","15,444","7,531","7,458","7,986"
"강원도 원주시 단구동(4213055000)","44,551","19,671","21,840","22,711"
"강원도 원주시 일산동(4213056000)","8,488","4,457","4,091","4,397"
"강원도 원주시 학성동(4213057500)","4,653","2,440","2,313","2,340"
"강원도 원주시 단계동(4213059000)","28,668","13,062","13,958","14,710"
"강원도 원주시 우산동(4213060000)","13,507","6,478","7,130","6,377"
"강원도 원주시 태장1동(4213061000)","10,271","4,772","5,134","5,137"
"강원도 원주시 태장2동(4213062000)","24,640","11,250","12,308","12,332"
"강원도 원주시 봉산동(4213063500)","7,887","3,785","3,902","3,985"
"강원도 원주시 행구동(4213065000)","7,796","3,156","3,866","3,930"
"강원도 원주시 무실동(4213066000)","34,286","14,821","16,794","17,492"
"강원도 원주시 반곡관설동(4213067500)","44,599","18,739","21,670","22,929"
"강원도 강릉시 (4215000000)","212,063","102,156","105,190","106,873"
"강원도 강릉시 주문진읍(4215025000)","16,493","9,136","8,056","8,437"
"강원도 강릉시 성산면(4215031000)","3,437","1,711","1,740","1,697"
"강원도 강릉시 왕산면(4215032000)","1,569","906","841","728"
"강원도 강릉시 구정면(4215033000)","4,203","2,018","2,141","2,062"
"강원도 강릉시 강동면(4215034000)","4,195","2,242","2,231","1,964"
"강원도 강릉시 옥계면(4215035000)","3,477","1,922","1,791","1,686"
"강원도 강릉시 사천면(4215036000)","4,630","2,399","2,400","2,230"
"강원도 강릉시 연곡면(4215037000)","6,316","3,249","3,163","3,153"
"강원도 강릉시 홍제동(4215051000)","15,138","7,068","7,370","7,768"
"강원도 강릉시 중앙동(4215052000)","4,745","2,777","2,279","2,466"
"강원도 강릉시 옥천동(4215054000)","3,338","1,996","1,721","1,617"
"강원도 강릉시 교1동(4215055000)","25,778","11,629","12,568","13,210"
"강원도 강릉시 교2동(4215056000)","7,703","3,826","3,816","3,887"
"강원도 강릉시 포남1동(4215057100)","10,398","5,369","5,116","5,282"
"강원도 강릉시 포남2동(4215057200)","12,721","6,505","6,242","6,479"
"강원도 강릉시 초당동(4215058000)","4,720","2,358","2,309","2,411"
"강원도 강릉시 송정동(4215059000)","10,050","4,153","4,816","5,234"
"강원도 강릉시 내곡동(4215060000)","16,330","7,638","8,158","8,172"
"강원도 강릉시 강남동(4215061500)","17,636","8,253","8,850","8,786"
"강원도 강릉시 성덕동(4215064500)","28,002","11,903","13,865","14,137"
"강원도 강릉시 경포동(4215066500)","11,184","5,098","5,717","5,467"
"강원도 동해시 (4217000000)","89,626","42,507","45,576","44,050"
"강원도 동해시 천곡동(4217051000)","30,618","13,752","15,246","15,372"
"강원도 동해시 송정동(4217052000)","3,736","2,161","2,041","1,695"
"강원도 동해시 북삼동(4217053000)","19,940","8,673","10,354","9,586"
"강원도 동해시 부곡동(4217054000)","4,923","2,563","2,388","2,535"
"강원도 동해시 동호동(4217055000)","5,050","2,549","2,550","2,500"
"강원도 동해시 발한동(4217057000)","3,310","1,955","1,688","1,622"
"강원도 동해시 묵호동(4217059000)","3,014","1,755","1,505","1,509"
"강원도 동해시 북평동(4217060000)","12,791","5,741","6,592","6,199"
"강원도 동해시 망상동(4217063000)","3,478","1,846","1,754","1,724"
"강원도 동해시 삼화동(4217065000)","2,766","1,512","1,458","1,308"
"강원도 태백시 (4219000000)","40,486","20,399","20,454","20,032"
"강원도 태백시 황지동(4219051500)","6,079","2,887","3,009","3,070"
"강원도 태백시 황연동(4219052500)","4,227","2,329","2,145","2,082"
"강원도 태백시 삼수동(4219053500)","5,603","2,798","2,869","2,734"
"강원도 태백시 상장동(4219054000)","13,078","5,982","6,610","6,468"
"강원도 태백시 문곡소도동(4219058500)","3,761","2,001","1,885","1,876"
"강원도 태백시 장성동(4219059500)","3,301","1,724","1,630","1,671"
"강원도 태백시 구문소동(4219060500)","2,485","1,471","1,290","1,195"
"강원도 태백시 철암동(4219061500)","1,952","1,207","1,016","936"
"강원도 속초시 (4221000000)","82,335","40,344","40,834","41,501"
"강원도 속초시 영랑동(4221051000)","4,385","2,449","2,280","2,105"
"강원도 속초시 동명동(4221052000)","3,553","1,865","1,777","1,776"
"강원도 속초시 금호동(4221054000)","5,961","3,147","2,912","3,049"
"강원도 속초시 교동(4221056000)","9,526","4,886","4,667","4,859"
"강원도 속초시 노학동(4221057000)","21,777","10,544","10,884","10,893"
"강원도 속초시 조양동(4221058000)","29,172","13,035","14,253","14,919"
"강원도 속초시 청호동(4221059000)","4,866","2,659","2,462","2,404"
"강원도 속초시 대포동(4221060000)","3,095","1,759","1,599","1,496"
"강원도 삼척시 (4223000000)","63,193","32,976","31,945","31,248"
"강원도 삼척시 도계읍(4223025000)","9,493","5,731","4,702","4,791"
"강원도 삼척시 원덕읍(4223025300)","3,204","2,054","1,686","1,518"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,685","997","839","846"
"강원도 삼척시 근덕면(4223031000)","5,048","3,081","2,605","2,443"
"강원도 삼척시 하장면(4223032000)","1,293","727","699","594"
"강원도 삼척시 노곡면(4223033000)","713","436","389","324"
"강원도 삼척시 미로면(4223034000)","1,804","1,046","943","861"
"강원도 삼척시 가곡면(4223035000)","667","411","341","326"
"강원도 삼척시 신기면(4223036000)","657","405","356","301"
"강원도 삼척시 남양동(4223051000)","7,446","3,967","3,670","3,776"
"강원도 삼척시 교동(4223053000)","14,363","5,983","7,297","7,066"
"강원도 삼척시 정라동(4223054000)","8,855","4,376","4,496","4,359"
"강원도 삼척시 성내동(4223057000)","7,965","3,762","3,922","4,043"
"강원도 홍천군 (4272000000)","68,149","34,071","35,065","33,084"
"강원도 홍천군 홍천읍(4272025000)","34,079","15,546","17,201","16,878"
"강원도 홍천군 화촌면(4272031000)","4,522","2,563","2,412","2,110"
"강원도 홍천군 두촌면(4272032000)","2,427","1,334","1,209","1,218"
"강원도 홍천군 내촌면(4272033000)","2,378","1,349","1,242","1,136"
"강원도 홍천군 서석면(4272034000)","3,706","1,918","1,896","1,810"
"강원도 홍천군 영귀미면(4272035200)","4,061","2,122","2,109","1,952"
"강원도 홍천군 남면(4272036000)","6,174","3,275","3,302","2,872"
"강원도 홍천군 서면(4272037000)","3,760","2,235","1,967","1,793"
"강원도 홍천군 북방면(4272038000)","3,907","2,045","2,060","1,847"
"강원도 홍천군 내면(4272039000)","3,135","1,684","1,667","1,468"
"강원도 횡성군 (4273000000)","46,268","23,421","23,751","22,517"
"강원도 횡성군 횡성읍(4273025000)","20,907","9,506","10,528","10,379"
"강원도 횡성군 우천면(4273031000)","4,435","2,434","2,326","2,109"
"강원도 횡성군 안흥면(4273032000)","3,070","1,532","1,581","1,489"
"강원도 횡성군 둔내면(4273033000)","5,810","3,063","3,022","2,788"
"강원도 횡성군 갑천면(4273034000)","2,390","1,411","1,245","1,145"
"강원도 횡성군 청일면(4273035000)","2,376","1,384","1,211","1,165"
"강원도 횡성군 공근면(4273036000)","3,459","1,939","1,806","1,653"
"강원도 횡성군 서원면(4273037000)","2,079","1,136","1,107","972"
"강원도 횡성군 강림면(4273038000)","1,742","1,016","925","817"
"강원도 영월군 (4275000000)","37,715","20,988","19,531","18,184"
"강원도 영월군 영월읍(4275025000)","20,721","10,733","10,596","10,125"
"강원도 영월군 상동읍(4275025300)","1,017","681","530","487"
"강원도 영월군 산솔면(4275031200)","1,416","850","754","662"
"강원도 영월군 김삿갓면(4275032500)","1,688","1,022","875","813"
"강원도 영월군 북면(4275033000)","2,044","1,217","1,084","960"
"강원도 영월군 남면(4275034000)","2,199","1,332","1,175","1,024"
"강원도 영월군 한반도면(4275035500)","1,212","719","678","534"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,656","1,026","895","761"
"강원도 영월군 주천면(4275036000)","3,730","2,184","1,907","1,823"
"강원도 영월군 무릉도원면(4275038000)","2,032","1,224","1,037","995"
"강원도 평창군 (4276000000)","40,845","21,552","21,011","19,834"
"강원도 평창군 평창읍(4276025000)","8,419","4,185","4,290","4,129"
"강원도 평창군 미탄면(4276031000)","1,644","938","864","780"
"강원도 평창군 방림면(4276032000)","847","495","444","403"
"강원도 평창군 방림면계촌출장소(4276032500)","1,679","995","873","806"
"강원도 평창군 대화면(4276033000)","5,168","2,749","2,636","2,532"
"강원도 평창군 봉평면(4276034000)","5,688","3,001","2,994","2,694"
"강원도 평창군 용평면(4276035000)","3,035","1,619","1,526","1,509"
"강원도 평창군 진부면(4276036000)","8,526","4,181","4,282","4,244"
"강원도 평창군 대관령면(4276038000)","5,839","3,389","3,102","2,737"
"강원도 정선군 (4277000000)","35,495","19,555","18,469","17,026"
"강원도 정선군 정선읍(4277025000)","10,442","5,135","5,356","5,086"
"강원도 정선군 고한읍(4277025300)","4,323","2,711","2,265","2,058"
"강원도 정선군 사북읍(4277025600)","4,629","2,495","2,412","2,217"
"강원도 정선군 신동읍(4277025900)","1,814","999","944","870"
"강원도 정선군 신동읍함백출장소(4277026000)","1,585","958","790","795"
"강원도 정선군 남면(4277032000)","3,160","1,830","1,682","1,478"
"강원도 정선군 북평면(4277034000)","2,468","1,338","1,249","1,219"
"강원도 정선군 임계면(4277035000)","3,465","2,007","1,838","1,627"
"강원도 정선군 화암면(4277036000)","1,620","929","883","737"
"강원도 정선군 여량면(4277037000)","1,989","1,153","1,050","939"
"강원도 철원군 (4278000000)","43,179","20,724","22,377","20,802"
"강원도 철원군 철원읍(4278025000)","5,251","2,427","2,661","2,590"
"강원도 철원군 김화읍(4278025300)","3,466","1,648","1,851","1,615"
"강원도 철원군 갈말읍(4278025600)","11,804","5,702","6,302","5,502"
"강원도 철원군 동송읍(4278025900)","14,874","7,029","7,494","7,380"
"강원도 철원군 서면(4278031000)","1,835","1,047","1,016","819"
"강원도 철원군 서면와수출장소(4278031500)","3,658","1,704","1,851","1,807"
"강원도 철원군 근남면(4278032000)","2,187","1,108","1,154","1,033"
"강원도 철원군 근북면(4278033000)","104","59","48","56"
"강원도 화천군 (4279000000)","24,123","12,495","13,098","11,025"
"강원도 화천군 화천읍(4279025000)","8,321","3,964","4,349","3,972"
"강원도 화천군 간동면(4279031000)","2,667","1,516","1,429","1,238"
"강원도 화천군 하남면(4279032000)","2,794","1,368","1,463","1,331"
"강원도 화천군 상서면(4279033000)","4,066","2,468","2,464","1,602"
"강원도 화천군 사내면(4279034000)","6,275","3,179","3,393","2,882"
"강원도 양구군 (4280000000)","21,684","10,601","11,439","10,245"
"강원도 양구군 양구읍(4280025000)","13,758","6,131","6,995","6,763"
"강원도 양구군 국토정중앙면(4280031500)","3,348","1,867","1,890","1,458"
"강원도 양구군 동면(4280032000)","2,033","1,148","1,131","902"
"강원도 양구군 방산면(4280033000)","1,287","788","743","544"
"강원도 양구군 해안면(4280034000)","1,258","667","680","578"
"강원도 인제군 (4281000000)","32,103","16,323","17,431","14,672"
"강원도 인제군 인제읍(4281025000)","10,283","4,710","5,403","4,880"
"강원도 인제군 인제읍귀둔출장소(4281025100)","525","269","279","246"
"강원도 인제군 남면(4281031000)","3,754","2,020","2,025","1,729"
"강원도 인제군 북면(4281032000)","8,025","4,127","4,329","3,696"
"강원도 인제군 기린면(4281033000)","4,964","2,587","2,693","2,271"
"강원도 인제군 서화면(4281034000)","2,566","1,463","1,556","1,010"
"강원도 인제군 상남면(4281035000)","1,986","1,147","1,146","840"
"강원도 고성군 (4282000000)","27,147","14,977","13,963","13,184"
"강원도 고성군 간성읍(4282025000)","7,094","3,494","3,716","3,378"
"강원도 고성군 거진읍(4282025300)","5,962","3,497","2,983","2,979"
"강원도 고성군 현내면(4282031000)","2,286","1,355","1,111","1,175"
"강원도 고성군 죽왕면(4282032000)","3,449","1,980","1,777","1,672"
"강원도 고성군 토성면(4282033000)","8,356","4,651","4,376","3,980"
"강원도 양양군 (4283000000)","27,762","14,631","14,180","13,582"
"강원도 양양군 양양읍(4283025000)","12,596","6,165","6,423","6,173"
"강원도 양양군 서면(4283031000)","2,781","1,496","1,427","1,354"
"강원도 양양군 손양면(4283032000)","2,301","1,245","1,159","1,142"
"강원도 양양군 현북면(4283033000)","2,569","1,514","1,328","1,241"
"강원도 양양군 현남면(4283034000)","2,957","1,716","1,523","1,434"
"강원도 양양군 강현면(4283035000)","4,558","2,495","2,320","2,238"
"충청북도  (4300000000)","1,591,483","755,658","807,238","784,245"
"충청북도 청주시 (4311000000)","845,331","384,360","426,004","419,327"
"충청북도 청주시 상당구 (4311100000)","193,091","83,946","95,858","97,233"
"충청북도 청주시 상당구 낭성면(4311131000)","2,223","1,218","1,165","1,058"
"충청북도 청주시 상당구 미원면(4311132000)","4,876","2,843","2,512","2,364"
"충청북도 청주시 상당구 가덕면(4311133000)","3,835","2,073","1,959","1,876"
"충청북도 청주시 상당구 남일면(4311134000)","6,822","3,205","3,485","3,337"
"충청북도 청주시 상당구 문의면(4311135000)","3,858","2,024","2,012","1,846"
"충청북도 청주시 상당구 중앙동(4311152500)","6,835","3,404","3,335","3,500"
"충청북도 청주시 상당구 성안동(4311154500)","6,765","3,892","3,466","3,299"
"충청북도 청주시 상당구 탑대성동(4311162000)","8,519","4,103","4,151","4,368"
"충청북도 청주시 상당구 영운동(4311167000)","10,507","5,211","5,218","5,289"
"충청북도 청주시 상당구 금천동(4311168000)","30,921","12,563","14,991","15,930"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,373","4,895","6,602","6,771"
"충청북도 청주시 상당구 용암1동(4311172000)","54,673","22,589","27,323","27,350"
"충청북도 청주시 상당구 용암2동(4311173000)","39,884","15,926","19,639","20,245"
"충청북도 청주시 서원구 (4311200000)","192,089","88,507","95,460","96,629"
"충청북도 청주시 서원구 남이면(4311231000)","10,036","4,693","5,237","4,799"
"충청북도 청주시 서원구 현도면(4311232000)","3,202","1,827","1,661","1,541"
"충청북도 청주시 서원구 사직1동(4311251000)","6,454","3,272","3,311","3,143"
"충청북도 청주시 서원구 사직2동(4311252000)","13,675","5,537","6,680","6,995"
