,name,name_eng,problems
54890,북포초등학교병설유치원,Kindergarten attached to Bukpo Elementary School,"[('유치원', 'Kindergarden')]"
55006,뽀로롱어린이집,Pororon Nursery School,"[('어린이집', 'Daycare')]"
55279,한수학교습소,Korean language school,"[('수학', 'Math')]"
55332,그학원,that school,"[('학원', 'Academy')]"
55624,아가랑어린이집,Agarang Nursery,"[('어린이집', 'Daycare')]"
55681,동화나라어린이집,fairy tale country nursery school,"[('어린이집', 'Daycare')]"
55770,꼬마랑어린이집,Little Boy and Nursery,"[('어린이집', 'Daycare')]"
55841,참빛어린이집,Charmbit Nursery,"[('어린이집', 'Daycare')]"
55955,꿈의보람어린이집,Dream Value Nursery School,"[('어린이집', 'Daycare')]"
55977,에벤에셀어린이집,Ebenezer Nursery School,"[('어린이집', 'Daycare')]"
56297,꿈이랑어린이집,Dream and Nursery,"[('어린이집', 'Daycare')]"
56325,크레파스어린이집,crayon nursery,"[('어린이집', 'Daycare')]"
56632,서구간호학원,Seoguk Nursing School,"[('학원', 'Academy')]"
56693,꿈꾸는어린이집,dream nursery,"[('어린이집', 'Daycare')]"
56792,클라라슈만 음악학원,Claraschmann School of Music,"[('학원', 'Academy')]"
56808,부광어린이집,Bukwang Nursery School,"[('어린이집', 'Daycare')]"
57048,예쁜꿈어린이집,Pretty Dream Nursery,"[('어린이집', 'Daycare')]"
57054,청송유치원,Cheongsong Kindergarten,"[('유치원', 'Kindergarden')]"
57234,왓슨어학원,Watson language school,"[('학원', 'Academy')]"
57432,꿈샘어린이집,Dreamsam Nursery School,"[('어린이집', 'Daycare')]"
57540,책먹는미술관 송도국제도시센터,Book Eating Museum Songdo International City Center,"[('미술', 'Art')]"
57832,푸른어린이집,Blue Nursery,"[('어린이집', 'Daycare')]"
57851,쥴리어드음악학원,Juilliard School of Music,"[('학원', 'Academy')]"
57997,라이즈어학원 청라캠퍼스,Rise Language School Cheongna Campus,"[('학원', 'Academy')]"
58048,비전영어중국어학원,Vision English Chinese Language School,"[('학원', 'Academy')]"
58050,풍림예랑어린이집,Poonglim Yerang Nursery School,"[('어린이집', 'Daycare')]"
58144,국공립해모로월드뷰어린이집,National and Public Haemoro World View Day care Center,"[('어린이집', 'Daycare')]"
58176,강친독학재수학원,Kangchin Self-Educational Learning Academy,"[('수학', 'Math')]"
58199,토마토어린이집,Tomato Nursery,"[('어린이집', 'Daycare')]"
58262,하얀어린이집,white nursery,"[('어린이집', 'Daycare')]"
58318,새봄영재어린이집,Saebom Gifted Childcare Center,"[('어린이집', 'Daycare')]"
58459,어린음악대 어린화가들 이음원,"Young Artists, Young Artists Lee Eum-Won","[('음악', 'Music')]"
58703,기쁨숲어린이집,Joy Forest Nursery School,"[('어린이집', 'Daycare')]"
58926,꼬꼬마어린이집,little nursery,"[('어린이집', 'Daycare')]"
58976,아름솔유치원,Arumsol Kindergarten,"[('유치원', 'Kindergarden')]"
58998,초록세상어린이집,Green World Nursery School,"[('어린이집', 'Daycare')]"
59089,이보영의토킹클럽 서창어학원,Boyoung Lee's Talking Club Seochang Language School,"[('학원', 'Academy')]"
59119,푸른보석어린이집,Blue Jewel Nursery,"[('어린이집', 'Daycare')]"
59134,송도국제유치원,Songdo International Kindergarten,"[('유치원', 'Kindergarden')]"
59155,초아뜰어린이집,Choa Yard Nursery,"[('어린이집', 'Daycare')]"
59229,수학여행교습소,school excursion school,"[('수학', 'Math')]"
59315,삼산꿈나무어린이집,Samsan Dream Tree Nursery,"[('어린이집', 'Daycare')]"
59330,송현초등학교병설유치원,Kindergarten attached to Songhyeon Elementary School,"[('유치원', 'Kindergarden')]"
59466,아림어린이집,Arim Nursery,"[('어린이집', 'Daycare')]"
59568,보아스어린이집,Boas Nursery School,"[('어린이집', 'Daycare')]"
59628,꼬마숲어린이집,Little Forest Nursery School,"[('어린이집', 'Daycare')]"
60048,인천상아초등학교병설유치원,Incheon Sanga Elementary School Affiliated Kindergarten,"[('유치원', 'Kindergarden')]"
60068,EiE어학원 인천삼산캠퍼스,EiE Language School Incheon Samsan Campus,"[('학원', 'Academy')]"
60084,별초롱어린이집,Byeolchorong Nursery School,"[('어린이집', 'Daycare')]"
60221,작은별재능어린이집,Little Star Talent Nursery,"[('어린이집', 'Daycare')]"
60252,예쁜어린이집,pretty nursery,"[('어린이집', 'Daycare')]"
60281,세인트폴국제어학원,St. Paul International Language School,"[('학원', 'Academy')]"
60334,더샵아르테어린이집,The Sharp Arte Nursery,"[('어린이집', 'Daycare')]"
60661,동춘해법학원,Dongchun Law School,"[('학원', 'Academy')]"
61046,소나무어린이집,pine tree nursery,"[('어린이집', 'Daycare')]"
61056,튼튼어린이집,strong nursery,"[('어린이집', 'Daycare')]"
61087,간석유치원,Ganseok Kindergarten,"[('유치원', 'Kindergarden')]"
61098,화인어린이집,Hwain Nursery School,"[('어린이집', 'Daycare')]"
61130,인천장도초등학교병설유치원,Incheon Jangdo Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
61155,큰별어린이집,big star nursery,"[('어린이집', 'Daycare')]"
61265,느티나무어린이집,Zelkova Nursery,"[('어린이집', 'Daycare')]"
61368,인천하늘초등학교 병설유치원,Incheon Sky Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
61475,이선수학영어학원,Lee Seonhak English Academy,"[('수학', 'Math')]"
61534,존신탑어학원,John Shin Top Language School,"[('학원', 'Academy')]"
61546,즐거운삐아제어린이집,Happy Piaget Nursery School,"[('어린이집', 'Daycare')]"
61565,사랑어린이집,love nursery,"[('어린이집', 'Daycare')]"
61604,은빛어린이집,Silver Nursery,"[('어린이집', 'Daycare')]"
61763,장미어린이집,rose nursery,"[('어린이집', 'Daycare')]"
61774,강한국어학원,strong language school,"[('학원', 'Academy')]"
61825,조은어린이집,Jo Eun Nursery,"[('어린이집', 'Daycare')]"
61846,늘단비어린이집,Neuldanbi Nursery School,"[('어린이집', 'Daycare')]"
61856,수자인아이나무어린이집,Sujain Ai Tree Nursery School,"[('어린이집', 'Daycare')]"
62037,영화속셈학원,film school,"[('학원', 'Academy')]"
62145,뒤나미스유치원,Dunamis Kindergarten,"[('유치원', 'Kindergarden')]"
62178,잉글리쉬타임 인천지사 조이플러스어학원,English Time Incheon Branch Joy Plus Language School,"[('학원', 'Academy')]"
62468,YBM ECC 영종국제어학원,YBM ECC Yeongjong International Language School,"[('학원', 'Academy')]"
62560,모짜르트음악학원,Mozart School of Music,"[('학원', 'Academy')]"
62572,새싹어린이집,Sprout Nursery,"[('어린이집', 'Daycare')]"
62577,소래초등학교병설유치원,Kindergarten attached to Sorae Elementary School,"[('유치원', 'Kindergarden')]"
62632,오렌지어린이집,Orange Nursery,"[('어린이집', 'Daycare')]"
62871,래미안베베어린이집,Raemian Bebe Nursery School,"[('어린이집', 'Daycare')]"
62874,인천가원초등학교 병설유치원,Incheon Gawon Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
62969,꿈마루어린이집,Dreammaru Nursery,"[('어린이집', 'Daycare')]"
63011,크니크니어린이집,Knickni Nursery School,"[('어린이집', 'Daycare')]"
63044,독학재수학원 이투스247학원 인천청라,Self-studying academy Eatus 247 Academy Cheongna Incheon,"[('수학', 'Math')]"
63236,스위첸어린이집,Swissen Nursery School,"[('어린이집', 'Daycare')]"
63303,사랑별어린이집,Love Star Nursery,"[('어린이집', 'Daycare')]"
63310,퍼펙트 영수학원,Perfect Youngsu Academy,"[('수학', 'Math')]"
63360,엄마마음어린이집,Mother's Day Nursery,"[('어린이집', 'Daycare')]"
63492,한솔플러스수학교실윔학원,Hansol Plus  Math Lab Wim Academy,"[('교실', 'Class')]"
63557,또래또래어린이집,Peer and Peer Nursery,"[('어린이집', 'Daycare')]"
63690,상록수어린이집,Evergreen Nursery,"[('어린이집', 'Daycare')]"
63709,로뎀나무어린이집,Rodem Tree Nursery,"[('어린이집', 'Daycare')]"
63739,절대학원,absolute school,"[('학원', 'Academy')]"
63775,엠투영수학원,M2Youngsu Academy,"[('수학', 'Math')]"
63862,하이플러스영어보습학원,high plus academy,"[('영어', 'English')]"
64165,정철어학원주니어 삼산캠퍼스,Jeongcheol Language School Junior Samsan Campus,"[('학원', 'Academy')]"
64308,수학영재학원,Mathematics gifted school,"[('학원', 'Academy')]"
64545,수피아유치원,Super Kindergarten,"[('유치원', 'Kindergarden')]"
64557,검단무지개어린이집,Geomdan Rainbow Nursery School,"[('어린이집', 'Daycare')]"
64564,성지초등학교병설유치원,Kindergarten attached to Seongji Elementary School,"[('유치원', 'Kindergarden')]"
64641,EiE어학원 검단신도시캠퍼스,EiE Language School Geomdan New City Campus,"[('학원', 'Academy')]"
64651,부개아트어린이집,Boogae Art Nursery,"[('어린이집', 'Daycare')]"
64664,꾸러기어린이집,Naughty Kindergarten,"[('어린이집', 'Daycare')]"
64825,하늘정원어린이집,Sky Garden Nursery School,"[('어린이집', 'Daycare')]"
64873,멘토링영수전문학원,Mentoring training school,"[('학원', 'Academy')]"
64875,설래숲어린이집,Seollae Forest Nursery School,"[('어린이집', 'Daycare')]"
65007,개나리어린이집,Forsythia Nursery,"[('어린이집', 'Daycare')]"
65030,파란학원 국어관,Blue School Korean Language Center,"[('학원', 'Academy')]"
65168,ELL외국어학원,ELL Foreign Language School,"[('학원', 'Academy')]"
65169,나누리어린이집,Nanuri Nursery School,"[('어린이집', 'Daycare')]"
65260,영성어린이집,Spiritual Nursery School,"[('어린이집', 'Daycare')]"
65283,참예쁜어린이집,Pretty Nursery,"[('어린이집', 'Daycare')]"
65423,줄리어드음악학원,Juilliard School of Music,"[('학원', 'Academy')]"
65480,소담숲유치원,Sodam Forest Kindergarten,"[('유치원', 'Kindergarden')]"
65506,꼬꼬마어린이집,little nursery,"[('어린이집', 'Daycare')]"
65519,데카르트 수학학원,Descartes School of Mathematics,"[('학원', 'Academy')]"
65538,인천간석초등학교병설유치원,Incheon Ganseok Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
65539,예다솜어린이집,Yedasom Nursery School,"[('어린이집', 'Daycare')]"
65790,한사랑어린이집,Hansarang Nursery School,"[('어린이집', 'Daycare')]"
65906,제일퍼스트어린이집,First Day Nursery,"[('어린이집', 'Daycare')]"
65939,가좌1동어린이집,Gajwa 1-dong Day care Center,"[('어린이집', 'Daycare')]"
65979,청라 이재식 국어학원,Cheongna Lee Jae-sik Korean Language School,"[('학원', 'Academy')]"
66288,석남제일어린이집,Seoknam Jeil Day care Center,"[('어린이집', 'Daycare')]"
66297,솔잎어린이집,pine needle nursery,"[('어린이집', 'Daycare')]"
66311,산곡3동어린이집,Sangok 3-dong Day care Center,"[('어린이집', 'Daycare')]"
66327,아이큰숲어린이집,Ikeun Forest Nursery School,"[('어린이집', 'Daycare')]"
66337,연세대YT어학원,Yonsei University YT Language School,"[('학원', 'Academy')]"
66512,숲속실로암영재어린이집,Forest Soksilam Gifted Childcare Center,"[('어린이집', 'Daycare')]"
66742,송원초등학교 병설유치원,Kindergarten attached to Songwon Elementary School,"[('유치원', 'Kindergarden')]"
66748,GnB어학원 삼산1지구캠퍼스,GnB Language School Samsan District 1 Campus,"[('학원', 'Academy')]"
66808,가온사랑어린이집,Gaon Love Nursery School,"[('어린이집', 'Daycare')]"
66827,공작어린이집,Peacock Nursery,"[('어린이집', 'Daycare')]"
67004,큰사랑어린이집,big love nursery,"[('어린이집', 'Daycare')]"
67112,커피인바리스타학원 주안본점,coffee in barista,"[('학원', 'Academy')]"
67328,아란유치원,Aran Kindergarten,"[('유치원', 'Kindergarden')]"
67417,전원어린이집,country nursery,"[('어린이집', 'Daycare')]"
67432,엔젤베베어린이집,Angel Bebe Nursery School,"[('어린이집', 'Daycare')]"
67618,꿈동이어린이집,Dream Dream Nursery,"[('어린이집', 'Daycare')]"
67677,명현초등학교병설유치원,Kindergarten attached to Myunghyeon Elementary School,"[('유치원', 'Kindergarden')]"
67848,대청초등학교 병설유치원,Daecheong Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
68004,베토벤음악학원,Beethoven School of Music,"[('학원', 'Academy')]"
68073,서창나무어린이집,Seochang Tree Nursery,"[('어린이집', 'Daycare')]"
68249,한사랑 어린이집,Hansarang Nursery School,"[('어린이집', 'Daycare')]"
68281,크니크니어린이집,Knickni Nursery School,"[('어린이집', 'Daycare')]"
68461,푸른나무어린이집,Blue Tree Nursery,"[('어린이집', 'Daycare')]"
68482,해린어린이집,Haerin Nursery School,"[('어린이집', 'Daycare')]"
68502,우리들어린이집,our nursery,"[('어린이집', 'Daycare')]"
68812,GnB어학원 도화캠퍼스,GnB Language School Dohwa Campus,"[('학원', 'Academy')]"
68863,포도송이어린이집,Grape cluster nursery,"[('어린이집', 'Daycare')]"
68968,다사랑어린이집,Dasarang Nursery School,"[('어린이집', 'Daycare')]"
68978,에이펙스어학원,Apex Language School,"[('학원', 'Academy')]"
69091,소래해법학원,Sorae Law School,"[('학원', 'Academy')]"
69148,위스트학원,wist school,"[('학원', 'Academy')]"
69162,청라보석어린이집,Cheongna Jewel Nursery,"[('어린이집', 'Daycare')]"
69324,종로엠스쿨 동인천종로엠학원,Jongro M School Dongincheon Jongro M School,"[('학원', 'Academy')]"
69340,가천어린이집,Gacheon Nursery,"[('어린이집', 'Daycare')]"
69435,정원유치원,garden kindergarten,"[('유치원', 'Kindergarden')]"
69456,큰별아이어린이집,Big Byeol Child Nursery,"[('어린이집', 'Daycare')]"
69528,예빈어린이집,Yebin Nursery School,"[('어린이집', 'Daycare')]"
69565,부평남초등학교인천 병설유치원,Bupyeongnam Elementary School Incheon  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
69727,좋은아이들몬테소리어린이집,Good Children Montessori Nursery School,"[('어린이집', 'Daycare')]"
69778,GnB어학원 강화엘리트캠퍼스,GnB Language School Ganghwa Elite Campus,"[('학원', 'Academy')]"
69854,예은어린이집,Yeeun Nursery School,"[('어린이집', 'Daycare')]"
69938,동신어린이집,Dongshin Nursery School,"[('어린이집', 'Daycare')]"
69980,논현라온어린이집,Nonhyeon Raon Nursery School,"[('어린이집', 'Daycare')]"
70219,용현남초등학교 자월분교장병설유치원,Yonghyeonnam Elementary School Jawol Branch Principal Affiliated Kindergarten,"[('유치원', 'Kindergarden')]"
70325,아기숲어린이집,Baby Forest Nursery,"[('어린이집', 'Daycare')]"
70417,리딩가든영어원서학원,Reading Garden English Language School,"[('학원', 'Academy')]"
70524,빛나라어린이집,Shinnara Nursery School,"[('어린이집', 'Daycare')]"
70871,새하늘어린이집,New Sky Nursery,"[('어린이집', 'Daycare')]"
70908,팬더어린이집,Panda Nursery,"[('어린이집', 'Daycare')]"
70918,도담도담어린이집,Dodam Dodam Nursery School,"[('어린이집', 'Daycare')]"
71074,서도초등학교 병설유치원,Seodo Elementary School Affiliated Kindergarten,"[('유치원', 'Kindergarden')]"
71142,예쁘고슬기로운어린이집,Beautiful and wise nursery,"[('어린이집', 'Daycare')]"
71312,예띠호야어린이집,Yetihoya Nursery School,"[('어린이집', 'Daycare')]"
71317,세계로어린이집,world children's home,"[('어린이집', 'Daycare')]"
71379,마중물 학원,pick-up school,"[('학원', 'Academy')]"
71416,오토피아 자동화 학원,Autopia Automation School,"[('학원', 'Academy')]"
71418,대준수학교습소,Daejun Education School,"[('수학', 'Math')]"
71485,큰나무어린이집,big tree nursery,"[('어린이집', 'Daycare')]"
71580,삼성영어 쎈수학러닝센터 굴포초교실,Samsung English Strong Mathematics Learning Center Gulpo Elementary School,"[('교실', 'Class')]"
71604,국현유치원,Kukhyun Kindergarten,"[('유치원', 'Kindergarden')]"
71771,꿈사랑어린이집,Dream Love Nursery,"[('어린이집', 'Daycare')]"
71789,푸르지오어린이집,PRUGIO Nursery School,"[('어린이집', 'Daycare')]"
71976,사랑나무유치원,Love Tree Kindergarten,"[('유치원', 'Kindergarden')]"
72107,YBM어학원 인천센터,YBM Language School Incheon Center,"[('학원', 'Academy')]"
72169,경희동화나라유치원,Kyunghee Fairy Tale Kindergarten,"[('유치원', 'Kindergarden')]"
72284,선수학,Athletics,"[('수학', 'Math')]"
72305,무지개유치원,Rainbow Kindergarten,"[('유치원', 'Kindergarden')]"
72316,호정숲속어린이집,Hojeong Forest Day care Center,"[('어린이집', 'Daycare')]"
72326,계양초등학교 병설유치원,Gyeyang Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
72367,남다른수학학원,Exceptional math school,"[('학원', 'Academy')]"
72523,참좋은어린이집,very good nursery,"[('어린이집', 'Daycare')]"
72565,꿀송이어린이집,Honeycomb Nursery,"[('어린이집', 'Daycare')]"
72596,에이펙스어학원,Apex Language School,"[('학원', 'Academy')]"
72598,사랑채움어린이집,Love Filled Nursery,"[('어린이집', 'Daycare')]"
72667,논곡초등학교병설유치원,Kindergarten attached to Nongok Elementary School,"[('유치원', 'Kindergarden')]"
72738,인천정각초등학교 병설유치원,Incheon Jeonggak Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
72799,현수학전문학원,Hyunsoo Academy,"[('수학', 'Math')]"
72870,프렌즈유치원,Friends Kindergarten,"[('유치원', 'Kindergarden')]"
72883,프라임이화어린이집,Prime Ewha Nursery School,"[('어린이집', 'Daycare')]"
72909,지앤비어학원 남동캠퍼스,GNB Language School Namdong Campus,"[('학원', 'Academy')]"
72979,미래지향어린이집,Future Oriented Nursery,"[('어린이집', 'Daycare')]"
72984,베델어린이집,Bethel Nursery School,"[('어린이집', 'Daycare')]"
73069,꿈꾸는쇼팽음악학원,Dreaming Chopin School of Music,"[('학원', 'Academy')]"
73121,숲향기어린이집,Forest Scent Nursery,"[('어린이집', 'Daycare')]"
73138,참아름유치원,True Beauty Kindergarten,"[('유치원', 'Kindergarden')]"
73254,진촌유치원,Jinchon Kindergarten,"[('유치원', 'Kindergarden')]"
73350,꿀송이어린이집,Honeycomb Nursery,"[('어린이집', 'Daycare')]"
73372,양촌초등학교병설유치원,Kindergarten attached to Yangchon Elementary School,"[('유치원', 'Kindergarden')]"
73413,예지유치원,Yeji Kindergarten,"[('유치원', 'Kindergarden')]"
73486,우리어린이집,our nursery,"[('어린이집', 'Daycare')]"
73787,쇼팽음악학원,Chopin School of Music,"[('학원', 'Academy')]"
73796,신진자동차운전전문학원,Shinjin Motor Driving School,"[('학원', 'Academy')]"
73951,청담어학원 인천남동브랜치,Cheongdam Language School Incheon Namdong Branch,"[('학원', 'Academy')]"
74052,꼬꼬별어린이집,Kkokobyeol Nursery School,"[('어린이집', 'Daycare')]"
74099,솔찬어린이집,Solchan Nursery School,"[('어린이집', 'Daycare')]"
74106,예쁜맘어린이집,Pretty Mom Nursery,"[('어린이집', 'Daycare')]"
74168,삼성영어 용일초교실,Samsung English Yongil Elementary School,"[('교실', 'Class')]"
74233,조은유치원,Jo Eun Kindergarten,"[('유치원', 'Kindergarden')]"
74348,인천자동차운전전문학원,Incheon Motor Driving School,"[('학원', 'Academy')]"
74505,중앙초등학교어린이집,Central Elementary School Nursery School,"[('어린이집', 'Daycare')]"
74543,인천공인모법학원,Incheon Accredited Law School,"[('학원', 'Academy')]"
74551,천사들의합창어린이집,Choir of Angels Nursery School,"[('어린이집', 'Daycare')]"
74558,도레미피아노음악학원,doremi piano,"[('학원', 'Academy'), ('음악', 'Music')]"
74640,목화어린이집,Cotton Nursery,"[('어린이집', 'Daycare')]"
74684,예닮어린이집,Yedam Nursery School,"[('어린이집', 'Daycare')]"
74953,푸른정원어린이집,Blue Garden Nursery School,"[('어린이집', 'Daycare')]"
75198,푸른영재어린이집,Blue Gifted Childcare Center,"[('어린이집', 'Daycare')]"
75251,EiE어학원 인천서창캠퍼스,EiE Language School Incheon Seochang Campus,"[('학원', 'Academy')]"
75285,EiE어학원 인천신현캠퍼스,EiE Language School Incheon Shinhyeon Campus,"[('학원', 'Academy')]"
75289,작은별재능 어린이집,Little Star Talent Nursery,"[('어린이집', 'Daycare')]"
75378,하늘유치원,Sky Kindergarten,"[('유치원', 'Kindergarden')]"
75430,인천현대중장비운전학원,Incheon Hyundai Heavy Equipment Driving School,"[('학원', 'Academy')]"
75495,꿈터어린이집,Dreamteo Nursery,"[('어린이집', 'Daycare')]"
75756,대성할아이어린이집,Daesung Hal Child Nursery,"[('어린이집', 'Daycare')]"
75809,윤선생영어교실어학원,Teacher Yoon English Class Language School,"[('학원', 'Academy')]"
75837,백석초등학교 병설유치원,Baekseok Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
75950,레마영수학원,Rema Young Academy,"[('수학', 'Math')]"
76076,목향초등학교병설유치원,Kindergarten attached to Mokhyang Elementary School,"[('유치원', 'Kindergarden')]"
76125,부평서초등학교병설유치원,Kindergarten attached to Bupyeong Seo Elementary School,"[('유치원', 'Kindergarden')]"
76169,웃음어린이집,Laughter Nursery,"[('어린이집', 'Daycare')]"
76325,신동아푸른나무어린이집,Shindonga Green Tree Nursery School,"[('어린이집', 'Daycare')]"
76412,다샘유치원,Dasem Kindergarten,"[('유치원', 'Kindergarden')]"
76565,꼬마장수어린이집,Little Chief Nursery School,"[('어린이집', 'Daycare')]"
76579,아트앤어학원,Art and language school,"[('학원', 'Academy')]"
76618,산들유치원,Sandeul Kindergarten,"[('유치원', 'Kindergarden')]"
76674,송도맨하탄성인어학원,Songdo Manhattan Adult Language School,"[('학원', 'Academy')]"
76698,송이랑어린이집,Songiang Nursery,"[('어린이집', 'Daycare')]"
76723,꼬마숲어린이집,Little Forest Nursery School,"[('어린이집', 'Daycare')]"
76753,세상의문을여는수학학원,A math school that opens the door to the world,"[('학원', 'Academy')]"
76765,사랑별어린이집,Love Star Nursery,"[('어린이집', 'Daycare')]"
76853,글로벌레인보우유치원,Global Rainbow Kindergarten,"[('유치원', 'Kindergarden')]"
76981,예인어린이집,Yein Nursery,"[('어린이집', 'Daycare')]"
77264,청라푸른어린이집,Cheongnapurun Nursery School,"[('어린이집', 'Daycare')]"
77265,노랑병아리어린이집,Yellow Chick Nursery,"[('어린이집', 'Daycare')]"
77326,청라민들레어린이집,Cheongna Dandelion Nursery,"[('어린이집', 'Daycare')]"
77391,신월초등학교병설유치원,Kindergarten attached to Shinwol Elementary School,"[('유치원', 'Kindergarden')]"
77582,콰이러중국어학원,Quairer Chinese Language School,"[('학원', 'Academy')]"
77707,예쁜별어린이집,Pretty Byeol Nursery,"[('어린이집', 'Daycare')]"
77799,하이매쓰 사고력수학학원,High Math School of Thinking and Mathematics,"[('학원', 'Academy')]"
77822,주안초등학교병설유치원,Kindergarten attached to Juan Elementary School,"[('유치원', 'Kindergarden')]"
77927,푸른숲어린이집,Blue Forest Nursery School,"[('어린이집', 'Daycare')]"
77936,대한논리속독연수학원,Korean Logic Reading Training Academy,"[('수학', 'Math')]"
77980,미추홀구청어린이집,Michuhol-gu Office Day care Center,"[('어린이집', 'Daycare')]"
78242,장미어린이집,rose nursery,"[('어린이집', 'Daycare')]"
78246,사랑채움어린이집,Love Filled Nursery,"[('어린이집', 'Daycare')]"
78253,GnB어학원 송현캠퍼스,GnB Language School Songhyeon Campus,"[('학원', 'Academy')]"
78286,사과나무어린이집,Apple Tree Nursery,"[('어린이집', 'Daycare')]"
78306,예쁜우리어린이집,Pretty Woori Nursery,"[('어린이집', 'Daycare')]"
78433,먼우금초등학교병설유치원,Kindergarten attached to Meonwoo Geum Elementary School,"[('유치원', 'Kindergarden')]"
78447,열우물어린이집,Yeolwoomul Nursery,"[('어린이집', 'Daycare')]"
78538,맘앤맘어린이집,Mom & Mom Nursery,"[('어린이집', 'Daycare')]"
78609,대동어린이집,Daedong Nursery School,"[('어린이집', 'Daycare')]"
78811,고마워영수학원,Thank you Youngsu Academy,"[('수학', 'Math')]"
78818,새이룸어린이집,Saey Room Nursery,"[('어린이집', 'Daycare')]"
78845,오렌지어린이집,Orange Nursery,"[('어린이집', 'Daycare')]"
79038,향기가득어린이집,Scented Nursery,"[('어린이집', 'Daycare')]"
79080,오즈나라어린이집,Oznara Nursery School,"[('어린이집', 'Daycare')]"
79081,대월초등학교병설유치원,Kindergarten attached to Daewol Elementary School,"[('유치원', 'Kindergarden')]"
79102,고운어린이집,Goun Nursery School,"[('어린이집', 'Daycare')]"
79189,아롱다롱어린이집,Arong Darong Nursery School,"[('어린이집', 'Daycare')]"
79230,팬더어린이집,Panda Nursery,"[('어린이집', 'Daycare')]"
79247,신정초등학교 병설유치원,Kindergarten attached to Shinjeong Elementary School,"[('유치원', 'Kindergarden')]"
79328,은초롱어린이집,Eunchorong Nursery School,"[('어린이집', 'Daycare')]"
79350,로제타스톤영어교실 벽산인동캠퍼스,Rosetta Stone English Class,"[('캠퍼스', 'Campus')]"
79400,생각의숲수학,Forest of Thoughts,"[('수학', 'Math')]"
79623,꿈돌이어린이집,Dream Dream Nursery,"[('어린이집', 'Daycare')]"
79628,놀이숲어린이집,Play Forest Nursery School,"[('어린이집', 'Daycare')]"
79710,수학보호구역학원,Mathematics Reserve School,"[('학원', 'Academy')]"
79779,바다의별어린이집,Sea Star Nursery School,"[('어린이집', 'Daycare')]"
79784,공탑학원,public school,"[('학원', 'Academy')]"
79845,좋은친구어린이집,good friend nursery,"[('어린이집', 'Daycare')]"
79864,파란꿈유치원,blue dream kindergarten,"[('유치원', 'Kindergarden')]"
80003,색동에듀스쿨어린이집,Saekdong Edu School Day care Center,"[('어린이집', 'Daycare')]"
80022,해송초등학교 병설유치원,Haesong Elementary School Affiliated Kindergarten,"[('유치원', 'Kindergarden')]"
80045,토끼어린이집,rabbit nursery,"[('어린이집', 'Daycare')]"
80126,잉글리시아이 비상영수학원,English Eye Emergency Reception School,"[('학원', 'Academy'), ('수학', 'Math')]"
80141,소나무유치원,Pine Tree Kindergarten,"[('유치원', 'Kindergarden')]"
80341,현대숲향기어린이집,Hyundai Forest Hyanggi Nursery School,"[('어린이집', 'Daycare')]"
80415,SD고등전문학원,SD High School,"[('학원', 'Academy')]"
80475,아발론랭콘송도어학원,Avalon Lancon Songdo Language School,"[('학원', 'Academy')]"
80538,체케티발레무용학원,cekhetti ballet school,"[('학원', 'Academy')]"
80632,영광유치원,Yeonggwang Kindergarten,"[('유치원', 'Kindergarden')]"
80871,더원영수학원,The One Young Academy,"[('수학', 'Math')]"
80899,가온어린이집,Gaon Nursery School,"[('어린이집', 'Daycare')]"
81241,꿈나무어린이집,Dream Tree Nursery,"[('어린이집', 'Daycare')]"
81309,독학재수학원 잇올 스파르타 인천 청라센터,Self-Educated Learning Academy Eat All Sparta Incheon Cheongna Center,"[('수학', 'Math')]"
81406,아이원영수학원,I-One Young Academy,"[('수학', 'Math')]"
81425,샛별아이어린이집,Saetbyeol Child Nursery,"[('어린이집', 'Daycare')]"
81599,인천십정초등학교 병설유치원,Incheon Sipjeong Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
81782,라온어린이집,Raon Nursery School,"[('어린이집', 'Daycare')]"
81862,동화나라어린이집,fairy tale country nursery school,"[('어린이집', 'Daycare')]"
82035,천사나라어린이집,angel country nursery,"[('어린이집', 'Daycare')]"
82094,민들레어린이집,Dandelion Nursery,"[('어린이집', 'Daycare')]"
82141,부광예능유치원,Bukwang Arts Kindergarten,"[('유치원', 'Kindergarden')]"
82160,건영유치원,Geonyoung Kindergarten,"[('유치원', 'Kindergarden')]"
82195,어진어린이집,Eojin Nursery School,"[('어린이집', 'Daycare')]"
82293,보람유치원,Boram Kindergarten,"[('유치원', 'Kindergarden')]"
82477,엄마사랑어린이집,mother love nursery,"[('어린이집', 'Daycare')]"
82547,자이엔젤어린이집,Zy Angel Nursery School,"[('어린이집', 'Daycare')]"
82568,엉클샘스어학원,Uncle Sam's Language School,"[('학원', 'Academy')]"
82668,반디유치원,Bandi Kindergarten,"[('유치원', 'Kindergarden')]"
