,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
73846,73847,5684548,심재만치과의원,,Shim Jae-man Dental Clinic,Professional and Other Places,Dentist,126.73061118377396,37.49095985830548,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,장제로,62,507-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
74213,74214,470032,하얀이치과의원,,white dental clinic,Professional and Other Places,Dentist,126.74044673999998,37.54803441999983,대한민국,KOR,KOR,인천광역시,계양구,,병방동,,병방시장로,79,417,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
74254,74255,1857384,울플란트치과,,Wool Plant Dental,Professional and Other Places,Dentist,126.66210011833188,37.44134562701976,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,355,209-3,2021-12-23 15:49:18,"의료시설||병원||병원,의원||치과||치과-일반",False
74310,74311,588868,서울좋은치과의원,서울좋은치과의원,Seoul Good Dental Clinic,Professional and Other Places,Dentist,126.72076610742496,37.45561574323518,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월로,272,1264-75,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
74648,74649,4354319,이조은치과의원,e조은치과의원,Lee Jo Eun Dental Clinic,Professional and Other Places,Dentist,126.7051938841199,37.51318932795902,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,세월천로,34,180-4,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
74653,74654,694532,김경란치과의원,,Kyungran Kim Dental Clinic,Professional and Other Places,Dentist,126.60436036701284,37.45276896753576,대한민국,KOR,KOR,인천광역시,중구,,항동7가,,연안부두로53번길,35,58-84,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
74749,74750,1872810,인천예치과의원,예치과의원,Incheon Ye Dental Clinic,Professional and Other Places,Dentist,126.71972129329887,37.45551832553248,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,호구포로,818,1264,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
74829,74830,646459,박경빈치과의원,박경빈치과,Park Kyung-bin Dental Clinic,Professional and Other Places,Dentist,126.66548588457788,37.45198335996247,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,인주대로266번길,18,69-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
75160,75161,4327687,바른플란트치과의원,,Barun Plant Dental Clinic,Professional and Other Places,Dentist,126.64937077957585,37.45834776944276,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,독배로,434,293-8,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
75905,75906,4504021,서울스마트치과의원,서울스마트치과,Seoul Smart Dental Clinic,Professional and Other Places,Dentist,126.64894480009886,37.367255801350126,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,송도미래로,30,214,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
75915,75916,4324329,세란치과의원,,Seran Dental Clinic,Professional and Other Places,Dentist,126.7016470615699,37.44525285231848,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,성말로,10,1463,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
76016,76017,487927,김영열치과의원,,Kim Young-yeol Dental Clinic,Professional and Other Places,Dentist,126.53565030671672,37.49371090025004,대한민국,KOR,KOR,인천광역시,중구,,운남동,,운중로,19,441-11,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
76185,76186,945236,한창수치과의원,,Hanchang Dental Clinic,Professional and Other Places,Dentist,126.63606629747584,37.450104722097365,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬중로,17,627-276,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
76284,76285,1112956,박성호치과의원,박성호치과의원,Park Seong-ho Dental Clinic,Professional and Other Places,Dentist,126.64621293469288,37.424461553401756,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,독배로40번길,25,462-33,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
76511,76512,397508,김영호치과의원,김영호치과의원,Youngho Kim Dental Clinic,Professional and Other Places,Dentist,126.69902545464188,37.45726372812828,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,구월로,77,748-8,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
76730,76731,1033700,이앤미치과의원,,E&Me Dental Clinic,Professional and Other Places,Dentist,126.67659559999994,37.59199239999983,대한민국,KOR,KOR,인천광역시,서구,,당하동,,청마로,163,1097-12,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
76851,76852,883157,곽경일치과의원,,Kwak Kyung-il Dental Clinic,Professional and Other Places,Dentist,126.65650028451388,37.46600364622248,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,수봉로,1,59-14,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
77011,77012,4340763,하늘리더스치과의원,,Sky Leader Dental Clinic,Professional and Other Places,Dentist,126.56064279999988,37.4903957999998,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘중앙로,193,1882-1,2022-08-26 9:52:19,"의료시설||병원||병원,의원||치과||치과-일반",False
77120,77121,1262435,프라임치과의원,,Prime Dental Clinic,Professional and Other Places,Dentist,126.73840843407494,37.443795856433766,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,담방로,45,1020-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
77252,77253,5725306,조은치과의원,,Jo Eun Dental Clinic,Professional and Other Places,Dentist,126.74941678522296,37.42349580239488,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남순환로216번길,17,705,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
77321,77322,27017874,검단비에프플란트치과의원,,Geomdan BF Plant Dental Clinic,Professional and Other Places,Dentist,126.71677179999995,37.594014599999845,대한민국,KOR,KOR,인천광역시,서구,,원당동,,원당대로,1045,434-12,2022-08-30 9:43:30,"의료시설||병원||병원,의원||치과||치과-일반",False
77575,77576,1004056,김건일치과,김건일치과의원,Kim Gun-il Dental Clinic,Professional and Other Places,Dentist,126.72548235546192,37.4915271230744,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1407,159-6,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
77629,77630,1262372,로고스치과의원,보스톤치과,Logos Dental Clinic,Professional and Other Places,Dentist,126.73079389999997,37.49876169999981,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,장제로,150,126-9,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
77737,77738,937508,도림이편한치과의원,이편한치과의원,Dorim Yi Pyeonhan Dental Clinic,Professional and Other Places,Dentist,126.73007342653592,37.41989220484698,대한민국,KOR,KOR,인천광역시,남동구,,도림동,,논고개로,337,658-14,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
78324,78325,552896,디지털허브치과의원,굿모닝치과의원,Digital Hub Dental Clinic,Professional and Other Places,Dentist,126.6798816824629,37.45947629235028,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,미추홀대로,695,190-5,2022-08-19 9:48:28,"의료시설||병원||병원,의원||치과||치과-일반",False
78815,78816,222005,계산서울치과의원,서울치과의원,Gyesan Seoul Dental Clinic,Professional and Other Places,Dentist,126.74141117854695,37.53398847695601,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,용종로,2,1086-2,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
78970,78971,255938,미추홀치과의원,,Michuhol Dental Clinic,Professional and Other Places,Dentist,126.64785856897988,37.42456924988185,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,한진로,23,462-19,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
78971,78972,2600369,정다운치과의원,,Jung Daun Dental Clinic,Professional and Other Places,Dentist,126.70829350732193,37.469488332954576,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,경인로,668,72-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
79220,79221,1851780,하이덴치과의원,,Heiden Dental Clinic,Professional and Other Places,Dentist,126.67036208773288,37.40761590909286,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,먼우금로,96,937-6,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
79223,79224,798789,만수푸른치과의원,,Mansupurun Dental Clinic,Professional and Other Places,Dentist,126.73775403802496,37.464680686494795,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수로,107,1-190,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
79285,79286,1872806,김종화치과의원,,Jonghwa Kim Dental Clinic,Professional and Other Places,Dentist,126.71956081550093,37.454790424051694,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,호구포로,812,1264-10,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
79377,79378,4329088,삼성서울치과의원,,Samsung Seoul Dental Clinic,Professional and Other Places,Dentist,126.71510082246688,37.44259922531317,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,616,1519,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
79753,79754,4329358,실로암치과,,Siloam Dental Clinic,Professional and Other Places,Dentist,126.70844520634688,37.46658352818088,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,백범로,381,214-15,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
80090,80091,440067,고영식치과의원,,Youngsik Koh Dental Clinic,Professional and Other Places,Dentist,126.6804539146439,37.458685776133166,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로,363,186-10,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
80515,80516,255707,미소담은치과의원,,Smile Dental Clinic,Professional and Other Places,Dentist,126.6825526856679,37.494788411195366,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,원적로,96,30-73,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
80651,80652,186946,이원근치과의원,,Wongeun Lee Dental Clinic,Professional and Other Places,Dentist,126.7310732133599,37.542893181966726,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로,1116,348-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
81066,81067,19620772,가온치과의원, ,Gaon Dental Clinic,Professional and Other Places,Dentist,126.73618800026594,37.53947159993072,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,오조산공원로,14,1061,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
81467,81468,1271630,오봉운치과의원,,Obongun Dental Clinic,Professional and Other Places,Dentist,126.70979959650786,37.5037389290943,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,원적로,392,143-2,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
81484,81485,445899,우리치과,,our dental office,Professional and Other Places,Dentist,126.6829791999999,37.422791299999766,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,먼우금로,302,534,2021-12-23 15:49:18,"의료시설||병원||병원,의원||치과||치과-일반",False
81532,81533,1852216,연수웰치과의원,,Yeonsu Wel Dental Clinic,Professional and Other Places,Dentist,126.67216899999994,37.40703299999977,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,앵고개로264번길,18,933-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
81595,81596,963892,뿌리샘치과의원,,Rootsam Dental Clinic,Professional and Other Places,Dentist,126.65334119999996,37.42308199999977,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,청량로,180,407-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
81848,81849,4325076,연수퍼스트치과의원,,Yeonsu First Dental Clinic,Professional and Other Places,Dentist,126.67055416340588,37.40845173195585,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,앵고개로246번길,10,937-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
82033,82034,4803,이플란트치과의원,,E-Plant Dental Clinic,Professional and Other Places,Dentist,126.49003870859369,37.493721018551724,대한민국,KOR,KOR,인천광역시,중구,,운서동,,신도시남로,137,2795-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
82048,82049,20066308,최성렬치과의원,최성렬치과의원,Choi Seong-ryeol Dental Clinic,Professional and Other Places,Dentist,126.7086868998539,37.506118639477286,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,안남로,261,124-25,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
82119,82120,1059021,권호진치과의원,,Hojin Kwon Dental Clinic,Professional and Other Places,Dentist,126.64506249999992,37.425926299999766,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,독배로,58,633,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
82250,82251,4332731,참조은치과의원,,Seek Eun Dental Clinic,Professional and Other Places,Dentist,126.73015575844892,37.45825086456209,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수로,9,872-4,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
82367,82368,3590876,서울이턱사랑니치과의원,이턱치과의원,Seoul Echinsarang Dental Clinic,Professional and Other Places,Dentist,126.70845369999996,37.45276419999978,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월남로,172,1199,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
82740,82741,966023,두손치과의원,,Duson Dental Clinic,Professional and Other Places,Dentist,126.64441793133783,37.42446387252716,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,독배로,41,194-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
82746,82747,418767,모든치과의원,,All dental clinics,Professional and Other Places,Dentist,126.68046969999996,37.413139499999765,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,용담로,147,624-6,2022-08-30 9:43:30,"의료시설||병원||병원,의원||치과||치과-일반",False
82923,82924,4331867,신세계정치과의원,,Shinsegae Political Science Clinic,Professional and Other Places,Dentist,126.64329419999996,37.393431599999765,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,센트럴로,160,23-5,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
83075,83076,27399610,용현플란트치과의원,,Yonghyeon Plant Dental Clinic,Professional and Other Places,Dentist,126.63921016709284,37.457178641314655,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,아암대로29번길,48,565-4,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
83215,83216,27162774,연수바른치과의원,,Yeonsu Barun Dental Clinic,Professional and Other Places,Dentist,126.67292089999982,37.40723119999969,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,앵고개로,266,932,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
83435,83436,872641,이든치과의원,이든치과의원,Eden Dental Clinic,Professional and Other Places,Dentist,126.65697516844791,37.42636439697896,대한민국,KOR,KOR,인천광역시,연수구,,옥련동,,한나루로,190,336-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
83530,83531,5031463,투명플러스치과의원,투명치과의원,Transparent Plus Dental Clinic,Professional and Other Places,Dentist,126.72262920394992,37.49153238377959,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1383,549-43,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
83779,83780,228349,밝은치과21치과의원,밝은치과21의원,Bright Dental 21 Dental Clinic,Professional and Other Places,Dentist,126.69624132893388,37.47373519189307,대한민국,KOR,KOR,인천광역시,부평구,,십정동,,배곶로,64-1,300-14,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
83787,83788,787933,라은치과의원,라은치과간석점,Raeun Dental Clinic  Ganseok Branch,Professional and Other Places,Dentist,126.70804007478792,37.46096008039408,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로,879,285-5,2022-05-12 23:30:58,"의료시설||병원||병원,의원||치과||치과-일반",False
84456,84457,299938,이치과의원,,dental clinic,Professional and Other Places,Dentist,126.72322382490393,37.49623969485257,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,주부토로,3,203-28,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
84664,84665,1252663,논현고운이치과교정과치과의원,고운이치과,Nonhyeon Goun-I Dental Clinic,Professional and Other Places,Dentist,126.72441573487592,37.40202304541187,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,120,616-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
84717,84718,152101,우성치과의원,,Woosung Dental Clinic,Professional and Other Places,Dentist,126.66496090497488,37.442376959224966,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,150,255-13,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
84758,84759,829233,용현수치과,용현수치과의원,Yonghyeon Dental Clinic,Professional and Other Places,Dentist,126.63363705861784,37.44998850585626,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬서로,4,627-287,2019-11-14 23:29:52,"의료시설||병원||병원,의원||치과||치과-일반",False
84759,84760,1085900,신진호치과의원,,Shin Jinho Dental Clinic,Professional and Other Places,Dentist,126.64115990609287,37.45660121710566,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬중로,101,568-83,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
85178,85179,4341177,원치과의원,,Wonwon Clinic,Professional and Other Places,Dentist,126.68357017427088,37.48876559168478,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,고래울로,4,310-10,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
85259,85260,358411,양치과의원,,dental clinic,Professional and Other Places,Dentist,126.64674468411889,37.476207785006395,대한민국,KOR,KOR,인천광역시,동구,,송림동,,송림로,108,61-4,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
85328,85329,872283,이-편한치과의원,이편한치과의원,E-Pyeonhan Dental Clinic,Professional and Other Places,Dentist,126.73965587130294,37.5039555549621,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,길주남로,159,496-21,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
85990,85991,514570,신명치과의원,,Shin Myung Dental Clinic,Professional and Other Places,Dentist,126.73199429999993,37.449873299999766,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,소래로669번길,41,983,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
86035,86036,5683368,조은내일치과병원,,Jo Eun Naeil Dental Hospital,Professional and Other Places,Dentist,126.67275018199416,37.54478251210384,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,승학로,250,242-4,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
86184,86185,255628,이수임치과의원,이수임치과의원,Lee Soo Im Dental Clinic,Professional and Other Places,Dentist,126.73938932434096,37.503954445512896,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,길주남로,157,496-20,2019-11-14 23:05:38,"의료시설||병원||병원,의원||치과||치과-일반",False
86373,86374,20055301,스카이치과의원,,Sky Dental Clinic,Professional and Other Places,Dentist,126.67714089999988,37.41435719999976,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,먼우금로,194,597-3,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
86506,86507,3646408,힐링치과의원,,Healing Dental Clinic,Professional and Other Places,Dentist,126.73104709999996,37.4970890999998,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,장제로,138,132-5,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
86565,86566,998275,이태수치과의원,,Itaesu Dental Clinic,Professional and Other Places,Dentist,126.67634265250088,37.45854291061627,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로,328,507-14,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
86913,86914,20006282,연세오늘인치과의원,연세더블유치과,Yonsei Today Dental Clinic,Professional and Other Places,Dentist,126.72255046934292,37.49436569578558,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,33,543-41,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
87038,87039,4345668,디지털타임치과의원,타임치과의원,Digital Time Dental Clinic,Professional and Other Places,Dentist,126.63080079874985,37.475135733533776,대한민국,KOR,KOR,인천광역시,중구,,인현동,,우현로,93-1,21-3,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
87161,87162,3122271,구월백세플란트치과의원,,Guwol Baekse Plant Dental Clinic,Professional and Other Places,Dentist,126.70359301857988,37.446549686989854,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로507번길,74,1451-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
87188,87189,324503,희망치과의원,,Hope Dental Clinic,Professional and Other Places,Dentist,126.70807744385893,37.46128572899946,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로,883,284-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
87228,87229,5716727,해바라기치과의원,,Sunflower Dental Clinic,Professional and Other Places,Dentist,126.70823866125087,37.506391157434486,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로324번길,82,124-136,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
87453,87454,613395,전치과의원,,Pre-Dental Clinic,Professional and Other Places,Dentist,126.67484751901893,37.439263895239165,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,474,661-9,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
87545,87546,412618,주사랑치과의원,,Jusarang Dental Clinic,Professional and Other Places,Dentist,126.7194015584419,37.45345581786616,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,호구포로,796,1265-27,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
87603,87604,1080255,플러스연치과의원,연치과의원,Plus Yeon Dental Clinic,Professional and Other Places,Dentist,126.63319134923783,37.450196336645455,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,매소홀로,63,627-410,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
87791,87792,2515121,서울미소치과의원,,Seoul Smile Dental Clinic,Professional and Other Places,Dentist,126.48716449999986,37.745818899999904,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,관청리,강화대로,398,171-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
87834,87835,820029,연세담치과의원,,Yonsei Dam Dental Clinic,Professional and Other Places,Dentist,126.70848438108249,37.4871365846762,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,경원대로,1236,310-96,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
87918,87919,1016461,르네상스치과의원,르네상스치과의원,Renaissance Dental Clinic,Professional and Other Places,Dentist,126.6892752053329,37.46045498208298,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로,869,989-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
88099,88100,890407,연세심치과의원,연세심치과의원,Yonsei Dental Clinic,Professional and Other Places,Dentist,126.69573648881288,37.445993575595764,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,문화서로,8,1395-4,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
88176,88177,3750376,두리부부치과의원,,Doori Couple Dental Clinic,Professional and Other Places,Dentist,126.71138278747692,37.5287562114049,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,안남로,512,246-6,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
88785,88786,407926,이데이치과,,Idei Dental Clinic,Professional and Other Places,Dentist,126.72864820595292,37.54300617402341,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로,1096,880,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
88940,88941,3844827,케이라인치과의원,케이라인치과,K-Line Dental Clinic,Professional and Other Places,Dentist,126.64638320940387,37.379156423639145,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,인천타워대로54번길,13,9-18,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
89003,89004,3440066,보미퍼스트치과의원,,Bomi First Dental Clinic,Professional and Other Places,Dentist,126.72467772308292,37.39974416794005,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,93,649-4,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
89364,89365,530809,보스톤클래식치과의원,보스톤치과의원 검단점,Boston Classic Dental Clinic,Professional and Other Places,Dentist,126.65827923388088,37.60213864591823,대한민국,KOR,KOR,인천광역시,서구,,마전동,,검단로,486,979-1,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
89462,89463,373517,내추럴치과,내추럴치과의원,natural dentistry,Professional and Other Places,Dentist,126.72193668835092,37.49796331428839,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,75,529-15,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
89532,89533,1261152,간석부부치과의원,부부치과,Ganseok Couple Dental Clinic,Professional and Other Places,Dentist,126.71470411485689,37.46400650149327,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,백범로,320,42-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
89597,89598,715444,남촌치과의원,,Namchon Dental Clinic,Professional and Other Places,Dentist,126.71596923114691,37.43008987156147,대한민국,KOR,KOR,인천광역시,남동구,,남촌동,,남촌동로25번길,43,309-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
89876,89877,20097057,연세아이웰치과의원,아이웰치과의원,Yonsei Iwel Dental Clinic,Professional and Other Places,Dentist,126.64604867219788,37.37887216345762,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,인천타워대로54번길,9,9-19,2020-01-14 0:00:00,"의료시설||병원||병원,의원||치과||치과-일반",False
89985,89986,982588,효성치과,효성치과의원,Hyosung Dental Clinic,Professional and Other Places,Dentist,126.7059677814569,37.527594482049,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,효서로,92,497-6,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
90071,90072,4330089,서울리더스치과의원,,Seoul Leaders Dental Clinic ,Professional and Other Places,Dentist,126.67685482596188,37.44807755012286,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,인하로,258,1329-6,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
90075,90076,937321,굿모닝플러스치과의원,굿모닝플러스치과의원,Good Morning Plus Dental Clinic,Professional and Other Places,Dentist,126.7253461138619,37.48775768754308,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경인로,951,605-8,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
90133,90134,468723,문형일치과,,Department of Physics and Dentistry,Professional and Other Places,Dentist,126.74225866521296,37.48558521118819,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,경인로1104번길,6,327,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
